Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Technical cover opened,Lavkush Singh,11-May-2026 06:44 PM,,06-Jun-2026,"INR 11,262,522.48",180.0,Lavkush Singh,03-Jul-2026 06:08 PM,AOC13.pdf (763.00 KB),AOC,"LAVKUSH SINGH, SE XII CIRCLE",Internal,"BP SINGH, SE VII CIRCLE",Lavkush Singh,29-May-2026 05:06 PM,01-Jun-2026 05:10 PM,techsummary_2141930.pdf (587.70 KB),1,6105290,MA AND SONS,11-May-2026 02:36 PM,Rejected-Finance,3RD LOWEST,04-Jun-2026 06:21 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow",2026_UPIDC_1145685_13,01/SE-XII/2026-27.,AS PER TENDER NOTICE LOT 13,1.0,6102801.0,M/S CHAUDHARY ENTERPRISES,INR,"11,262,522.48","LAVKUSH SINGH, SE XII CIRCLE",Internal,"BP SINGH, SE VII CIRCLE",Lavkush Singh,04-Jun-2026 06:21 PM,finsummary_2141930.pdf (347.33 KB),Finance,FINANCIAL OPENED,Lavkush Singh,04-Jun-2026 06:17 PM,,BOQ Comparative Chart,AOC,AS PER TENDER NOTICE LOT 13,AS PER TENDER NOTICE LOT 13,Please refer Tender documents. ,NA ,"1,63,89,000",Civil Works,NA ,Tender,90.0,180.0,RAEBARELI,229001.0,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW ,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW ,08-May-2026 02:00 PM ,LUCKNOW,No ,No,"3,28,000",No,fixed,,Nil,Nil,SE XII CIRCLE IRRIGATION WORKS LUCKNOW,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW,1.0,Fee/PreQual/Technical,.pdf,PRE QUALIFICATION DOCUMENTS,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow",01/SE-XII/2026-27.,2026_UPIDC_1145685_13,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"4,294",Nil,Nil,No,1.0,SBI Bank,06-May-2026 09:00 AM,11-May-2026 03:30 PM,06-May-2026 10:00 AM,11-May-2026 03:00 PM,NA ,NA ,06-May-2026 10:00 AM,11-May-2026 03:00 PM,01-Jun-2026 05:10 PM,AOC
,,,,,,,,,,,,,,,,,,,2,6102801,M/S CHAUDHARY ENTERPRISES,11-May-2026 12:29 PM,Accepted-AOC,1ST LOWEST,03-Jul-2026 06:08 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,6106363,M/S RAGHVENDRA PRATAP SINGH,11-May-2026 02:26 PM,Rejected-Finance,2ND LOWEST,04-Jun-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,6104273,S.B. ENTERPRISES,11-May-2026 07:34 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,29-May-2026 05:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
