S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
1.0,5822967.0,PRATAP CONSTRUCTION,INR,"612,358.36",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,2026_SCIDC_1107176_1,33/EE/ET/LTP/2025-26,Bundelkhand Vikas Nidhi Jilans Year 2025-26 ke antargat Vikas Khand Talbehat ke Gram Rara mein Gaud Baba Mandir ke paas Sarvajanik Sthan par Tin Shed may Chabutra ka Nirman.,1,5824397,HARNAME SINGH ANIL SINGH,26-Jan-2026 02:35 PM,Rejected-Finance,L2,01-Jul-2026 07:25 AM,01-Jul-2026,"INR 612,358.36",120.0,Rajesh Chaudhary,01-Jul-2026 08:15 AM,raraloi.pdf (1290.00 KB),M/S. PRATAP CONSTRUCTION L1,RAJESH CHAUDHARY,Internal,"EXECUTIVE ENGINEER, ASSISTANT ACCOUNTANT",Rajesh Chaudhary,01-Jul-2026 07:25 AM,finsummary_2043219.pdf (1349.26 KB),Technical,Two bids were found in order and all tender documents were found to be complete.,Rajesh Chaudhary,06-Feb-2026 08:12 PM,technical_2043219.pdf,RAJESH CHAUDHARY,Internal,"EXECUTIVE ENGINEER, ASSISTANT ACCOUNTANT",Rajesh Chaudhary,06-Feb-2026 08:14 PM,07-Feb-2026 10:00 AM,techsummary_2043219.pdf (337.58 KB),Finance,PRATAP CONSTRUCTION L1,Rajesh Chaudhary,01-Jul-2026 07:21 AM,finance_2043219.pdf,BOQ Comparative Chart,AOC,19-Jan-2026 12:00 PM,29-Jan-2026 03:30 PM,19-Jan-2026 12:00 PM,29-Jan-2026 03:00 PM,NA ,NA ,19-Jan-2026 12:00 PM,29-Jan-2026 03:00 PM,07-Feb-2026 10:00 AM,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Banda,33/EE/ET/LTP/2025-26,2026_SCIDC_1107176_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,TECHNICAL/DOCUMENT,1.0,RTGS - RTGS Payment,"1,062",EXECUTIVE ENGINEER UPSCIDCO Ltd.,Lalitpur,No,"12,300",No,fixed,,EXECUTIVE ENGINEER UPSCIDCO Ltd.,Lalitpur,Bundelkhand Vikas Nidhi Jilans Year 2025-26 ke antargat Vikas Khand Talbehat ke Gram Rara mein Gaud Baba Mandir ke paas Sarvajanik Sthan par Tin Shed may Chabutra ka Nirman.,Bundelkhand Vikas Nidhi Jilans Year 2025-26 ke antargat Vikas Khand Talbehat ke Gram Rara mein Gaud Baba Mandir ke paas Sarvajanik Sthan par Tin Shed may Chabutra ka Nirman.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,RARA GAOD BLOCK TALBEHAT,284126.0,NA ,NA ,NA ,LALITPUR,No ,No,Executive Engineer,up state construction and infrastructure development corporation ltd. Lalitpur near DPRO office,AOC
,,,,,,,,,2,5822967,PRATAP CONSTRUCTION,25-Jan-2026 09:24 AM,Accepted-AOC,L1,01-Jul-2026 08:16 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
