Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Gorakhpur Industrial Development Authority,497/GIDA/2026-27 DT. 24.04.2026,2026_UGIDA_1143744_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,Laying of Foundation stone and Inauguration Place of Various Projects of Gida at the site Instalation work Gida Gorakhpur,Laying of Foundation stone and Inauguration Place of Various Projects of Gida at the site Instalation work Gida Gorakhpur,Please refer Tender documents. ,NA ,"8,72,680",Civil Works,NA ,Tender,90.0,90.0,GIDA GORAKHPUR,273212.0,NA ,NA ,NA ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,"88,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,30-Apr-2026 10:00 AM,13-May-2026 04:00 PM,30-Apr-2026 10:00 AM,13-May-2026 03:00 PM,NA ,NA ,30-Apr-2026 10:00 AM,13-May-2026 03:00 PM,24-Jun-2026 10:35 AM,1.0,SBI Bank,"1,180",Nil,Nil,No,AOC,Finance,BID OPENED,VIBHOR TYAGI,24-Jun-2026 01:18 PM,,BOQ Comparative Chart,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,24-Jun-2026 10:30 AM,24-Jun-2026 10:35 AM,techsummary_2136595.pdf (397.71 KB),Technical,BID OPENED,VIBHOR TYAGI,13-May-2026 06:09 PM,,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,09-Jul-2026 12:08 PM,finsummary_2136595.pdf (525.42 KB),09-Jul-2026,"INR 603,981.83",90.0,vivek kumar verma,09-Jul-2026 12:11 PM,497.pdf (525.00 KB),1,6112342,M/s Globle Associates,13-May-2026 08:55 AM,Rejected-Finance,L3,09-Jul-2026 12:08 PM,Gorakhpur Industrial Development Authority,2026_UGIDA_1143744_1,497/GIDA/2026-27 DT. 24.04.2026,Laying of Foundation stone and Inauguration Place of Various Projects of Gida at the site Instalation work Gida Gorakhpur,1.0,6111801.0,SPA Trading And Construction Co,INR,"603,981.83",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,T1,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6111801,SPA Trading And Construction Co,12-May-2026 08:38 PM,Accepted-AOC,L1,09-Jul-2026 12:11 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6110848,S P CONSTRUCTION,13-May-2026 02:51 PM,Rejected-Finance,L2,09-Jul-2026 12:08 PM,,,,,,,,,,AOC
