Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,000",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,299/RED/TENDER/26-27 Dt-30-04-2026,2026_REDUP_1153428_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"21,000",Yes,fixed,,Nil,Nil,Gram Panchayat Chaksaraya ke Mazra Damgadhi me main Damar road Ram Chandra Lodhi ke Darwaje se Raju Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,Gram Panchayat Chaksaraya ke Mazra Damgadhi me main Damar road Ram Chandra Lodhi ke Darwaje se Raju Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,Plz Refer Doc ,NA ,"11,03,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,25-May-2026 03:30 PM,04-Jun-2026 12:30 PM,25-May-2026 03:30 PM,04-Jun-2026 12:00 PM,NA ,NA ,25-May-2026 03:30 PM,04-Jun-2026 12:00 PM,17-Jun-2026 11:45 AM,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,1.0,SBI Bank,Er Narendra Chaudhary,Vikash Bhawan Unnao,AOC,Er Narendra Chaudhry,Internal,,Narendra chaudhary,17-Jun-2026 11:42 AM,17-Jun-2026 11:45 AM,techsummary_2160796.pdf (555.93 KB),Finance,Sumary,Narendra chaudhary,21-Jul-2026 04:11 PM,finance_2160796.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,21-Jul-2026 04:13 PM,finsummary_2160796.pdf (997.11 KB),Technical,Summary,Narendra chaudhary,17-Jun-2026 11:38 AM,technical_2160796.pdf,1,6159978,M/S DIPTI KATIYAR,03-Jun-2026 11:00 AM,Rejected-AOC,l2,21-Jul-2026 04:17 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1153428_5,299/RED/TENDER/26-27 Dt-30-04-2026,Gram Panchayat Chaksaraya ke Mazra Damgadhi me main Damar road Ram Chandra Lodhi ke Darwaje se Raju Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,1.0,6158238.0,M/S RAHUL PRATAP SINGH,INR,"1,101,674",21-Jul-2026,"INR 1,101,674",90.0,Narendra chaudhary,21-Jul-2026 04:16 PM,Damgadhi0007.pdf (997.00 KB),l1,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6158238,M/S RAHUL PRATAP SINGH,01-Jun-2026 08:34 PM,Accepted-AOC,l1,21-Jul-2026 04:17 PM,,,,,,,,,,,,,,,,,AOC
