Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Technical,final,RAJNEESH KUMAR,01-Jul-2026 03:03 PM,technical_2165591.pdf,20-Jul-2026,"INR 5,476,047",180.0,RAJNEESH KUMAR,20-Jul-2026 07:34 PM,3badagaon.pdf (337.00 KB),final,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,01-Jul-2026 03:06 PM,08-Jul-2026 12:30 PM,techsummary_2165591.pdf (393.30 KB),1,6175666,M/S ARYAN ASSOCIATE,06-Jun-2026 06:41 PM,Rejected-Finance,n,20-Jul-2026 07:33 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155914_11,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,Janpad Jhansi ke vikas khand Mauranipur ki gram panchyat badagaon main main road puliya se Rajendra babu ji ke makan tak apex sadak ka nirman.,Rajneesh Kumar,Internal,SE EE DAO,RAJNEESH KUMAR,20-Jul-2026 07:33 PM,finsummary_2165591.pdf (337.29 KB),Finance,final,RAJNEESH KUMAR,20-Jul-2026 07:31 PM,,BOQ Comparative Chart,1.0,6175626.0,M/S PARASHURAM CONSTRUCTION,INR,"5,476,047",AOC,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,08-Jul-2026 12:30 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,2026_REDUP_1155914_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,10,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,SBD,1.0,Date Extend,Date,,SE RED CIRCLE JHANSI,SE RED CIRCLE JHANSI,Janpad Jhansi ke vikas khand Mauranipur ki gram panchyat badagaon main main road puliya se Rajendra babu ji ke makan tak apex sadak ka nirman.,Janpad Jhansi ke vikas khand Mauranipur ki gram panchyat badagaon main main road puliya se Rajendra babu ji ke makan tak apex sadak ka nirman.,Please refer Tender documents. ,NA ,"54,90,000",Civil Works,NA ,Tender,90.0,180.0,Janpad Jhansi ke vikas khand Mauranipur ki gram pa,284003.0,NA ,NA ,NA ,SE RED CIRCLE JHANSI,No ,No,1.0,SBI Bank,"2,354",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,6188275,M/S JAI MAHAKAL TRADERS,11-Jun-2026 01:49 PM,Rejected-Technical,Technical bid rejected as per Para 4.1.1,01-Jul-2026 03:06 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,6175626,M/S PARASHURAM CONSTRUCTION,06-Jun-2026 06:30 PM,Accepted-AOC,y,20-Jul-2026 07:34 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
