S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6096171,Jagannath prasad,11-May-2026 12:05 PM,Rejected-AOC,L5,21-Jul-2026 04:48 PM,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,2026_UPIDC_1145472_1,01/EE/2026-27,Clearance of Internal Section of Tarauli Drain from Km. 0.000 to 7.200,1.0,6107068.0,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,INR,"406,010",21-Jul-2026,"INR 406,010",25.0,Naveen Kumar,21-Jul-2026 04:48 PM,01.pdf (26.00 KB),AOC,naveen kumar,Internal,karanpal,Naveen Kumar,29-May-2026 02:48 PM,29-May-2026 03:00 PM,techsummary_2141281.pdf (155.17 KB),Finance,finanical,Naveen Kumar,21-Jul-2026 04:32 PM,finance_2141281.pdf,BOQ Comparative Chart,naveen kumar,Internal,karan pal,Naveen Kumar,21-Jul-2026 04:42 PM,finsummary_2141281.pdf (25.75 KB),Technical,technical,Naveen Kumar,29-May-2026 01:55 PM,technical_2141281.pdf,AOC,"15,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,NIT,1.0,SBI Bank,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Upper Division Agra Canal Mathura,01/EE/2026-27,2026_UPIDC_1145472_1,Yes,Open Tender,Piece-work,Works,2.0,No,No,Online,No,No,No,Clearance of Internal Section of Tarauli Drain from Km. 0.000 to 7.200,LOT01,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,25.0,EE UDAC Mathura,281001.0,NA ,NA ,NA ,EE UDAC Mathura,No ,No,EE UDAC Mathura,EE UDAC Mathura,266.0,Nil,Nil,No,06-May-2026 11:00 AM,12-May-2026 04:00 PM,06-May-2026 11:00 AM,11-May-2026 05:00 PM,NA ,NA ,06-May-2026 11:00 AM,11-May-2026 05:00 PM,29-May-2026 03:00 PM,AOC
2,6105874,K D SOLUTION,11-May-2026 01:23 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,6104542,MITTAL BROTHERS,11-May-2026 12:48 AM,Rejected-AOC,L2,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,6103420,M/S CHANDRAPAL SINGH,11-May-2026 01:17 PM,Rejected-AOC,L4,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,6106034,M/S MAHADEV SHARMA CONTRACTOR AND SUPPLIERS,11-May-2026 01:47 PM,Rejected-AOC,L8,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,6107068,M/s SHASHAVEER SINGH CONTRACTOR AND SUPPLIERS,11-May-2026 04:31 PM,Accepted-AOC,L1,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,6100157,M/S TANVI CONSTRUCTION,11-May-2026 10:18 AM,Rejected-AOC,L3,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,6105500,SHREE RAMESHWAR SINGH,11-May-2026 12:07 PM,Rejected-AOC,L6,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,6097081,UDAY RAM,09-May-2026 03:48 PM,Rejected-AOC,L7,21-Jul-2026 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,6102507,Vaishnavi I.T.Solutions,11-May-2026 11:52 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 01:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
