S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6115911,M/S AMARNATH PAL,16-May-2026 04:49 PM,Rejected-Finance,Rejected,10-Jul-2026 10:06 AM,1.0,6115887.0,M/S RAJIV SINGH,INR,"4,873,937",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,2026_REDUP_1147154_9,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,"Under District Prayagraj, Interlocking work in Vishnupuri Colony from Kiddes School to Niteshwar Rai house and from V.N. Singh house to Trilokinath house., Lot No 9",01-Aug-2026,"INR 4,873,937",90.0,Hemant Sexena,31-Jul-2026 10:15 AM,910401_9.pdf (1088.00 KB),Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,20-Jun-2026 02:38 PM,24-Jun-2026 12:00 PM,techsummary_2145715.pdf (281.03 KB),Finance,d,Satyaprakash Mishra,25-Jun-2026 01:06 PM,,BOQ Comparative Chart,Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,10-Jul-2026 10:06 AM,finsummary_2145715.pdf (395.45 KB),Technical,d,Satyaprakash Mishra,21-May-2026 06:40 PM,,AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,2026_REDUP_1147154_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"97,580",No,percentage,2.0%,Nil,Nil,"3,000",Nil,Nil,No,"Under District Prayagraj, Interlocking work in Vishnupuri Colony from Kiddes School to Niteshwar Rai house and from V.N. Singh house to Trilokinath house., Lot No 9","Under District Prayagraj, Interlocking work in Vishnupuri Colony from Kiddes School to Niteshwar Rai house and from V.N. Singh house to Trilokinath house., Lot No 9",Please refer Tender documents. ,NA ,"48,79,000",Civil Works,NA ,Tender,90.0,NA ,Prayagraj,228001.0,SE RED Prayagraj Circle ,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj  ",11-May-2026 11:00 AM ,SE RED Prayagraj Circle,No ,No,SE RED Prayagraj Circle,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj",1.0,SBI Bank,10-May-2026 10:55 AM,20-May-2026 12:30 PM,10-May-2026 10:55 AM,19-May-2026 12:00 PM,NA ,NA ,10-May-2026 10:55 AM,19-May-2026 12:00 PM,24-Jun-2026 12:00 PM,AOC
2,6115887,M/S RAJIV SINGH,16-May-2026 03:00 PM,Accepted-AOC,AoC,31-Jul-2026 10:15 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
