Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,Summary,Sujeet Kumar Sinha,06-Jun-2026 02:55 PM,,22-Jul-2026,"INR 5,231,337.24",180.0,Sujeet Kumar Sinha,21-Jul-2026 08:31 PM,610_22.pdf (219.00 KB),Er S K Sinha SE RED Devipatan Circle Gonda,Internal,"Er S K Sinha SE RED Devipatan Circle Gonda, Er S K Sinha EE RED Bahraich, Er Kamal Kishore EE RED Balrampur, Mt Ankur Mishra DAO RED Bahraich",Sujeet Kumar Sinha,06-Jun-2026 04:19 PM,12-Jun-2026 12:00 PM,techsummary_2147219.pdf (353.74 KB),1,6141704,M/S RAJ KUMAR CONTRACTOR,27-May-2026 06:40 PM,Accepted-AOC,AoC,21-Jul-2026 08:31 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,2026_REDUP_1147606_22,610/SE RED Devipatan/Bahraich/25-26 Dt 19/03/2026,"Under District Bahraich, Construction of road from Ramanand house to Brij Lal house in Gram Panchayat Gangapur of development block Mihipurwa, Lot No 22",Finance,Summary,Sujeet Kumar Sinha,18-Jun-2026 05:32 PM,,BOQ Comparative Chart,Er S K Sinha Devipatan Circle Gonda,Internal,,Sujeet Kumar Sinha,21-Jul-2026 08:29 PM,finsummary_2147219.pdf (182.91 KB),1.0,6141704.0,M/S RAJ KUMAR CONTRACTOR,INR,"5,231,337.24",AOC,"SE RED, Devipatan Circle Gonda","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda",12-May-2026 12:00 PM,29-May-2026 12:30 PM,12-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 12:00 PM,28-May-2026 12:00 PM,12-Jun-2026 12:00 PM,"89,140",No,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,610/SE RED Devipatan/Bahraich/25-26 Dt 19/03/2026,2026_REDUP_1147606_22,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,1.0,SBI Bank,"Under District Bahraich, Construction of road from Ramanand house to Brij Lal house in Gram Panchayat Gangapur of development block Mihipurwa, Lot No 22","Under District Bahraich, Construction of road from Ramanand house to Brij Lal house in Gram Panchayat Gangapur of development block Mihipurwa, Lot No 22",Please refer Tender documents. ,NA ,"44,57,000",Civil Works,NA ,Tender,90.0,NA ,Bahraich,271801.0,"SE RED, Devipatan Circle Gonda ","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda  ",18-May-2026 11:00 AM ,"SE RED, Devipatan Circle Gonda",No ,No,AOC
,,,,,,,,,,,,,,,,,,2,6141713,M/S RANJAN KUMAR DWIVEDI,27-May-2026 06:25 PM,Rejected-Finance,Rejected,21-Jul-2026 08:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,AOC
