Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
26-Jul-2026,"INR 11,587,851.4",270.0,Dileep Shukla,25-Jul-2026 01:15 PM,21_5.pdf (125.00 KB),1.0,6151954.0,ANAND KUMAR GUPTA,INR,"11,587,851.4",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1150865_5,21/SE RED Gorakhpur/Deoria/26-27 Dt 02/04/2026,"Under District Deoria, Construction of road from Tarkulwa Mainpur road to Kaithwalia link road in village Kaithwalia, Lot No 5",1,6151954,ANAND KUMAR GUPTA,30-May-2026 12:24 AM,Accepted-AOC,AoC,25-Jul-2026 01:15 PM,Finance,Summary,Dileep Shukla,18-Jun-2026 02:54 PM,,BOQ Comparative Chart,Er Isham Singh CE RED East,Internal,"Er Isham Singh CE RED East, Er D K Shukla SE RED Gorakhpur Circle, Er Vivek Priya EE RED Gorakhpur , Er Surya Prakash EE RED Deoria, Mr Kanhailya Lal DAO RED Deoria",Dileep Shukla,14-Jun-2026 03:06 PM,18-Jun-2026 12:00 PM,techsummary_2155815.pdf (422.13 KB),Technical,Summary,Dileep Shukla,01-Jun-2026 03:39 PM,,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,25-Jul-2026 11:26 AM,finsummary_2155815.pdf (124.94 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,20-May-2026 06:00 PM,01-Jun-2026 12:30 PM,20-May-2026 06:00 PM,30-May-2026 12:00 PM,NA ,NA ,20-May-2026 06:00 PM,30-May-2026 12:00 PM,18-Jun-2026 12:00 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,21/SE RED Gorakhpur/Deoria/26-27 Dt 02/04/2026,2026_REDUP_1150865_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Under District Deoria, Construction of road from Tarkulwa Mainpur road to Kaithwalia link road in village Kaithwalia, Lot No 5","Under District Deoria, Construction of road from Tarkulwa Mainpur road to Kaithwalia link road in village Kaithwalia, Lot No 5",Please refer Tender documents. ,NA ,"98,25,000",Civil Works,NA ,Tender,90.0,NA ,Deoria,273001.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",25-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle, Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,1.0,SBI Bank,"1,96,500",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,2,6150553,M/s Shri Krishna Chaubey,29-May-2026 07:23 AM,Rejected-Finance,Rejected,25-Jul-2026 11:26 AM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
