Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
29-Jul-2026,"INR 4,602,671.88",180.0,RAJNEESH KUMAR,29-Jul-2026 03:56 PM,savitrichauraha.pdf (350.00 KB),FINAL,1,6174400,Aaradhana Construction,06-Jun-2026 01:27 PM,Rejected-Finance,N,29-Jul-2026 03:53 PM,1.0,6173964.0,M/S GIRI CONSTRUCTION,INR,"4,602,671.88",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155914_1,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,Vikas khand Moth ke Savitri Chauraha main kherapati mandir ki aur sadak abam nali nirman karya.,Technical,final,RAJNEESH KUMAR,06-Jul-2026 03:47 PM,,Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO JHANSI,RAJNEESH KUMAR,29-Jul-2026 03:53 PM,finsummary_2165534.pdf (349.51 KB),Finance,FINAL,RAJNEESH KUMAR,29-Jul-2026 03:47 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE jalaun DAO Jhansi,RAJNEESH KUMAR,06-Jul-2026 03:49 PM,13-Jul-2026 12:30 PM,techsummary_2165534.pdf (313.27 KB),AOC,SE RED CIRCLE JHANSI,SE RED CIRCLE JHANSI,1,Fee/PreQual/Technical,.pdf,SBD,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,92/SE/RED/TENDER/2026-24 Dt- 22.04.2026,2026_REDUP_1155914_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Date Extend,Date,,"2,354",Nil,Nil,No,1.0,SBI Bank,Vikas khand Moth ke Savitri Chauraha main kherapati mandir ki aur sadak abam nali nirman karya.,Vikas khand Moth ke Savitri Chauraha main kherapati mandir ki aur sadak abam nali nirman karya.,Please refer Tender documents. ,NA ,"46,22,000",Civil Works,NA ,Tender,90.0,180.0,Vikas khand Moth ke Savitri Chauraha main kherapat,284003.0,NA ,NA ,NA ,SE RED CIRCLE JHANSI,No ,No,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,11-Jun-2026 03:00 PM,13-Jul-2026 12:30 PM,"93,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,2,6173964,M/S GIRI CONSTRUCTION,06-Jun-2026 11:12 AM,Accepted-AOC,Y,29-Jul-2026 03:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
