Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
construction of Road and nali at Naini Prayagraj Chackdodi me HRI to Rajan Shukla house to Pawan yadav house,construction of Road and nali at Naini Prayagraj Chackdodi me HRI to Rajan Shukla house to Pawan yadav house,Please refer Tender documents. ,NA ,"16,89,000",Civil Works,NA ,Tender,90.0,90.0,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,1,Fee/PreQual/Technical,.pdf,pdf,eeredallahabad,eeredallahabad,18-May-2026 06:55 PM,26-May-2026 02:00 PM,18-May-2026 06:55 PM,25-May-2026 05:00 PM,NA ,NA ,18-May-2026 06:55 PM,25-May-2026 05:00 PM,09-Jun-2026 01:00 PM,"34,000",No,fixed,,Nil,Nil,"2,500",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 35 date 06-04-2026,2026_REDUP_1150330_3,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,Technical,d,Satyaprakash Mishra,27-May-2026 12:20 PM,,Er SP Mishra,Internal,Er SP Mishra,Satyaprakash Mishra,25-Jun-2026 12:32 PM,finsummary_2153803.pdf (493.66 KB),Finance,Summary,Hemant Sexena,24-Jun-2026 05:58 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,05-Jun-2026 06:22 PM,09-Jun-2026 01:00 PM,techsummary_2153803.pdf (336.03 KB),25-Jul-2026,"INR 1,272,915.35",90.0,Satyaprakash Mishra,28-Jul-2026 02:10 PM,Doc1.pdf (248.00 KB),aoc,1,6136387,M/S K D R S S AND SONS,23-May-2026 08:14 PM,Rejected-Finance,Higher,25-Jun-2026 12:32 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1150330_3,Notice No. 35 date 06-04-2026,construction of Road and nali at Naini Prayagraj Chackdodi me HRI to Rajan Shukla house to Pawan yadav house,1.0,6136484.0,NANDITA CONSTRUCTION,INR,"1,272,915.35",AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6136484,NANDITA CONSTRUCTION,23-May-2026 06:53 PM,Accepted-AOC,AWARD OF CONTRACT,28-Jul-2026 02:10 PM,,,,,,,,,,AOC
