Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,SBD,"82,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,S.E.RED OFFICE AGRA,S.E.RED OFFICE AGRA,"2,354",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,135/NIVIDA AGRA/2026-27 dt 22.5.2026,2026_REDUP_1155187_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,4 Durian chaurahe se Namak ki chakki hote hue Shri Paliwal Jain mandir ki or CC Nirman karya,4 Durian chaurahe se Namak ki chakki hote hue Shri Paliwal Jain mandir ki or CC Nirman karya,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,S.E.RED OFFICE AGRA,No ,No,01-Jun-2026 10:00 AM,08-Jun-2026 02:30 PM,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 10:00 AM,08-Jun-2026 12:00 PM,15-Jun-2026 09:00 AM,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1155187_18,135/NIVIDA AGRA/2026-27 dt 22.5.2026,4 Durian chaurahe se Namak ki chakki hote hue Shri Paliwal Jain mandir ki or CC Nirman karya,1,6165770,M/S SAI ENTERPRISES,05-Jun-2026 11:27 AM,Rejected-Finance,L2,14-Jul-2026 10:24 PM,1.0,6168930.0,TANYA CONSTRUCTION,INR,"4,048,505.35",Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:46 PM,,BOQ Comparative Chart,SE RED,Internal,,Dinesh Singh,14-Jul-2026 10:24 PM,finsummary_2164264.pdf (181.55 KB),SE RED,Internal,,Dinesh Singh,13-Jun-2026 10:25 PM,15-Jun-2026 09:00 AM,techsummary_2164264.pdf (98.46 KB),Technical,TECHNICAL,Dinesh Singh,11-Jun-2026 05:20 PM,,22-Jul-2026,"INR 4,048,505.35",120.0,Dinesh Singh,25-Jul-2026 11:09 AM,AOC.pdf (182.00 KB),AOC,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6168930,TANYA CONSTRUCTION,05-Jun-2026 07:24 PM,Accepted-AOC,AOC,25-Jul-2026 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
