Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
25-Jun-2026,"INR 15,846,538.62",270.0,RAJIV KUMAR PANDEY,02-Jul-2026 07:43 PM,AOC.pdf (44.00 KB),Work Awarded to M/s Amit Engineers,1,6140412,JAI AMBEY CONSTRUCTION AND SUPPLIERS,28-May-2026 12:20 PM,Rejected-Finance,Being Second Lowest,15-Jun-2026 04:16 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,2026_UPPRC_1150974_1,12/GM-4/UPPCL/2026-27 Dated 06-05-2026,"TOURISM DEVELOPMENT WORK OF PRACHIN DEVI TEMPLE IN ODHAM VILLAGE SINGAPATTI, GOVARDHAN IN DISTRICT MATHURA (U.P)",1.0,6145506.0,M/s Amit Engineers,INR,"15,846,538.62",Technical,Two Bids Out of Two Bids Admitted for Technical Valuation,RAJIV KUMAR PANDEY,29-May-2026 05:41 PM,,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sandeep Singh Chaudhary Project Manager Unit-4 Agra, Shravan Kumar Accountant Unit-4 Agra",RAJIV KUMAR PANDEY,15-Jun-2026 04:16 PM,finsummary_2155727.pdf (116.11 KB),Finance,Two Financial Bids admitted for Financial Evaluation out of Two Bids,RAJIV KUMAR PANDEY,05-Jun-2026 04:47 PM,,BOQ Comparative Chart,Rajeev Kumar Panday General Manager Zone-4 Agra,Internal,"Karmendra Kumar Agrawal General Manager Zone-6 Noida, Sanjay Singh Projects Manager Unit-32 Aligarh, Shalesh Kumar Verma Accountant Unit-32 Aligarh",RAJIV KUMAR PANDEY,04-Jun-2026 05:36 PM,05-Jun-2026 03:00 PM,techsummary_2155727.pdf (1942.37 KB),AOC,20-May-2026 02:30 PM,28-May-2026 03:00 PM,20-May-2026 02:30 PM,28-May-2026 02:00 PM,NA ,NA ,20-May-2026 02:30 PM,28-May-2026 02:00 PM,05-Jun-2026 03:00 PM,1.0,SBI Bank,"3,20,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Bid Doc,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-4 Agra,12/GM-4/UPPCL/2026-27 Dated 06-05-2026,2026_UPPRC_1150974_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,General Manager (Zone-4) Agra,"H.No A-121, Sec-13, Avas Vikas Colony Sikandra, Agra (U.P)","17,700",Nil,Nil,No,"TOURISM DEVELOPMENT WORK OF PRACHIN DEVI TEMPLE IN ODHAM VILLAGE SINGAPATTI, GOVARDHAN IN DISTRICT MATHURA (U.P)","TOURISM DEVELOPMENT WORK OF PRACHIN DEVI TEMPLE IN ODHAM VILLAGE SINGAPATTI, GOVARDHAN IN DISTRICT MATHURA (U.P)",Please refer Tender documents. ,NA ,"1,59,63,069",Miscellaneous Works,NA ,Tender,90.0,270.0,Village Singapatti Govardhan Mathura,281502.0,NA ,NA ,NA ,Office of General Manager (Zone-4) Agra,No ,No,AOC
,,,,,,,2,6145506,M/s Amit Engineers,27-May-2026 04:29 PM,Accepted-AOC,L1,02-Jul-2026 07:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
