Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Summary,Narendra chaudhary,17-Jun-2026 02:47 PM,technical_2160870.pdf,21-Jul-2026,"INR 3,194,261.56",90.0,Narendra chaudhary,21-Jul-2026 05:36 PM,Udotpur0007.pdf (1016.00 KB),l1,Er Narendra Chaudhry,Internal,,Narendra chaudhary,17-Jun-2026 02:49 PM,17-Jun-2026 02:55 PM,techsummary_2160870.pdf (947.59 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1153428_11,299/RED/TENDER/26-27 Dt-30-04-2026,Gram Panchayat Akohari Mazra Udotpur me Main Damar Road Laukush Lodhi ke Darwaje se Ram Lakhan Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,1,6160053,M/S DIPTI KATIYAR,03-Jun-2026 11:15 AM,Rejected-AOC,l2,21-Jul-2026 05:48 PM,Finance,Summary,Narendra chaudhary,21-Jul-2026 05:28 PM,finance_2160870.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,21-Jul-2026 05:30 PM,finsummary_2160870.pdf (1016.09 KB),1.0,6158426.0,M/S RAHUL PRATAP SINGH,INR,"3,194,261.56",AOC,"26,000",Yes,fixed,,Nil,Nil,"1,000",Nil,Nil,No,Er Narendra Chaudhary,Vikash Bhawan Unnao,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,299/RED/TENDER/26-27 Dt-30-04-2026,2026_REDUP_1153428_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Gram Panchayat Akohari Mazra Udotpur me Main Damar Road Laukush Lodhi ke Darwaje se Ram Lakhan Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,Gram Panchayat Akohari Mazra Udotpur me Main Damar Road Laukush Lodhi ke Darwaje se Ram Lakhan Lodhi ke Darwaje tak interlocking evm Nali ka Nirman karye,Plz Refer Doc ,NA ,"13,23,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,25-May-2026 04:30 PM,04-Jun-2026 12:30 PM,25-May-2026 04:30 PM,04-Jun-2026 12:00 PM,NA ,NA ,25-May-2026 04:30 PM,04-Jun-2026 12:00 PM,17-Jun-2026 02:55 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6158426,M/S RAHUL PRATAP SINGH,01-Jun-2026 08:47 PM,Accepted-AOC,l1,21-Jul-2026 05:48 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
