S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,date,Date,,1.0,SBI Bank,"3,214",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_48,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas Khand majhwa ke prathmik vidyalay Kalyanpur ke piche pakki sadak se sivballi maurya ke khet se hote hue lalchand maurya ke khet se sampark kadhanje ka interlocking ka karya,Vikas Khand majhwa ke prathmik vidyalay Kalyanpur ke piche pakki sadak se sivballi maurya ke khet se hote hue lalchand maurya ke khet se sampark kadhanje ka interlocking ka karya,Please refer Tender documents. ,NA ,"50,22,000",Civil Works,NA ,Tender,90.0,120.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,"1,00,000",Yes,fixed,,Nil,Nil,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,AOC,1.0,6137634.0,M/s Jai Maa Vindhyavasini Construction Company,INR,"5,018,884",Finance,Finance,Lalita Verma,06-Jun-2026 05:32 PM,,BOQ Comparative Chart,SE,Internal,DAOAE,Pooja Rani,15-Jun-2026 02:54 PM,finsummary_2144150.pdf (22.58 KB),1,6137634,M/s Jai Maa Vindhyavasini Construction Company,23-May-2026 04:54 PM,Accepted-AOC,AOC,14-Jul-2026 03:18 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_48,01/SE RED/tender/2026-27 Dt 01-04-2026,Vikas Khand majhwa ke prathmik vidyalay Kalyanpur ke piche pakki sadak se sivballi maurya ke khet se hote hue lalchand maurya ke khet se sampark kadhanje ka interlocking ka karya,SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 05:27 PM,06-Jun-2026 12:00 PM,techsummary_2144150.pdf (247.39 KB),14-Jul-2026,"INR 5,018,884",120.0,Pooja Rani,14-Jul-2026 03:18 PM,kalyanpur.pdf (293.00 KB),Technical,tech,Pooja Rani,31-May-2026 01:00 PM,,AOC
,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6137826,SANTOSH KUMAR PANDEY,23-May-2026 05:25 PM,Rejected-Finance,l2,15-Jun-2026 02:54 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
