Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,950.0,Nil,Nil,No,1.0,SBI Bank,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,2026_REDUP_1163052_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Jiladhikari Camp Office me Rabarmold Interlocking ka Nirman Karya,Jiladhikari Camp Office me Rabarmold Interlocking ka Nirman Karya,Jiladhikari Camp Office me Rabarmold Interlocking ka Nirman Karya ,NA ,"13,48,239",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,23-Jun-2026 06:00 PM,29-Jun-2026 12:30 PM,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,NA ,NA ,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,08-Jul-2026 02:30 PM,"26,965",Yes,percentage,2.0%,Nil,Nil,AOC,Finance,Summary,Jay Bahadur Singh,17-Jul-2026 06:15 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,08-Jul-2026 02:13 PM,08-Jul-2026 02:30 PM,techsummary_2180285.pdf (583.75 KB),Technical,Summary,Jay Bahadur Singh,08-Jul-2026 01:57 PM,,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,17-Jul-2026 06:50 PM,finsummary_2180285.pdf (192.18 KB),17-Jul-2026,"INR 1,247,929.71",120.0,Jay Bahadur Singh,17-Jul-2026 06:52 PM,Critical02.pdf (192.00 KB),Bond,1,6222947,AKSHRAM CONSTRUCTION,29-Jun-2026 11:38 AM,Rejected-Finance,L4,17-Jul-2026 06:50 PM,1.0,6218565.0,MOHAMMAD SAYEED,INR,"1,247,929.71",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1163052_2,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,Jiladhikari Camp Office me Rabarmold Interlocking ka Nirman Karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Work BOQ,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6220708,MA SHARDA ENTERPRISES,27-Jun-2026 03:25 PM,Rejected-Finance,L3,17-Jul-2026 06:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6218565,MOHAMMAD SAYEED,28-Jun-2026 01:30 PM,Accepted-AOC,L1,17-Jul-2026 06:52 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6218599,M/S NAGESHWAR NATH CONSTRUCTION,28-Jun-2026 01:21 PM,Rejected-Technical,Non Responsive,08-Jul-2026 02:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6218587,RAMESHWAR NATH CONSTRUCTION,26-Jun-2026 04:44 PM,Rejected-Finance,L2,17-Jul-2026 06:50 PM,,,,,,,,,,AOC
