Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,LOT 19 VIKAS KHAND PANDAH KE GRAM PANCHAYAT PRASADPUR MAINAR PAR RAM NAGEENA YADAV KE KHET KE PAAS PULIYA KA NIRMAN KARYA,LOT 19 VIKAS KHAND PANDAH KE GRAM PANCHAYAT PRASADPUR MAINAR PAR RAM NAGEENA YADAV KE KHET KE PAAS PULIYA KA NIRMAN KARYA,Please refer Tender documents. ,NA ,"3,39,000",Civil Works,NA ,Tender,90.0,90.0,BALLIA,277001.0,NA ,NA ,NA ,EE RED BALLIA,No ,No,"7,000",Yes,fixed,,Nil,Nil,EE RED DIV BALLIA,EE RED DIV BALLIA,15-Jun-2026 09:00 AM,25-Jun-2026 12:30 PM,15-Jun-2026 09:00 AM,24-Jun-2026 12:00 PM,NA ,NA ,15-Jun-2026 09:00 AM,24-Jun-2026 12:00 PM,29-Jun-2026 11:00 AM,767.0,Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,546/EE/RED/25-05-2026,2026_REDUP_1158185_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,EE,Internal,aedao,Ratnesh Kumar Gond,27-Jun-2026 02:53 PM,29-Jun-2026 11:00 AM,techsummary_2170646.pdf (80.92 KB),Finance,2 bid,Ratnesh Kumar Gond,30-Jun-2026 11:08 AM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,01-Jul-2026 03:25 PM,finsummary_2170646.pdf (80.92 KB),Technical,2 bid,Ratnesh Kumar Gond,26-Jun-2026 02:08 PM,,1,6212450,M/s SHAKTI CONSTRUCTION,22-Jun-2026 03:54 PM,Rejected-Finance,second lowest,01-Jul-2026 03:25 PM,1.0,6212322.0,M/s Vivekanand Singh Contractor,INR,"338,348.3",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1158185_1,546/EE/RED/25-05-2026,LOT 19 VIKAS KHAND PANDAH KE GRAM PANCHAYAT PRASADPUR MAINAR PAR RAM NAGEENA YADAV KE KHET KE PAAS PULIYA KA NIRMAN KARYA,07-Jul-2026,"INR 338,348.3",90.0,Ratnesh Kumar Gond,07-Jul-2026 01:27 PM,rispansiv546.pdf (81.00 KB),aoc,AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6212322,M/s Vivekanand Singh Contractor,23-Jun-2026 07:13 AM,Accepted-AOC,aoc,07-Jul-2026 01:28 PM,,,,,,,,,,,,,,,,,AOC
