Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,20-Jun-2026 02:30 PM,24-Jun-2026 12:00 PM,techsummary_2145720.pdf (282.80 KB),09-Jul-2026,"INR 7,004,132",90.0,Hemant Sexena,09-Jul-2026 10:50 AM,910361_14.pdf (770.00 KB),Technical,d,Satyaprakash Mishra,21-May-2026 06:44 PM,,1.0,6121435.0,ABHISHEK ASSOCIATE,INR,"7,004,132",Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,30-Jun-2026 03:30 PM,finsummary_2145720.pdf (177.35 KB),Finance,d,Satyaprakash Mishra,25-Jun-2026 01:50 PM,,BOQ Comparative Chart,1,6121435,ABHISHEK ASSOCIATE,18-May-2026 07:49 PM,Accepted-AOC,AoC,09-Jul-2026 10:50 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,2026_REDUP_1147154_14,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,"Under District Prayagraj, RCC drain and interlocking work from Rajiv Nagar Pulia in Salori to the back of former councillor Rupa Devi house and construction of interlocking road and drain from Ashok Kumar house to Ved Digital Library , Lot No 14",AOC,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,2026_REDUP_1147154_14,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"3,000",Nil,Nil,No,1.0,SBI Bank,10-May-2026 10:55 AM,20-May-2026 12:30 PM,10-May-2026 10:55 AM,19-May-2026 12:00 PM,NA ,NA ,10-May-2026 10:55 AM,19-May-2026 12:00 PM,24-Jun-2026 12:00 PM,"1,40,440",No,percentage,2.0%,Nil,Nil,"Under District Prayagraj, RCC drain and interlocking work from Rajiv Nagar Pulia in Salori to the back of former councillor Rupa Devi house and construction of interlocking road and drain from Ashok Kumar house to Ved Digital Library , Lot No 14","Under District Prayagraj, RCC drain and interlocking work from Rajiv Nagar Pulia in Salori to the back of former councillor Rupa Devi house and construction of interlocking road and drain from Ashok Kumar house to Ved Digital Library , Lot No 14",Please refer Tender documents. ,NA ,"70,22,000",Civil Works,NA ,Tender,90.0,NA ,Prayagraj,228001.0,SE RED Prayagraj Circle ,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj  ",11-May-2026 11:00 AM ,SE RED Prayagraj Circle,No ,No,SE RED Prayagraj Circle,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6115100,NARAYAN CONSTRUCTION,14-May-2026 07:53 PM,Rejected-Finance,Rejected,30-Jun-2026 03:30 PM,,,,,AOC,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
