Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
17-Jul-2026,"INR 1,330,802",90.0,Chaman Srivastava,17-Jul-2026 05:23 PM,wardno10mahaveeranrani.pdf (359.00 KB),FINAL,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1157297_9,378/EE/RED/Tender/26-27 Dated 25-04-2026,"Ward no 10, Moholla Mahaveranpura main Shrimati Rani ke makan se Shri Bhupendra Singh Chauhan ke makan tak apex sadak abam nali nirman karya.",1.0,6176355.0,DEVA CORPORATION,INR,"1,330,802",1,6176355,DEVA CORPORATION,08-Jun-2026 07:20 AM,Accepted-AOC,Y,17-Jul-2026 05:23 PM,Technical,final,RAJNEESH KUMAR,04-Jul-2026 06:40 PM,,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,17-Jul-2026 05:21 PM,finsummary_2168620.pdf (358.64 KB),Finance,FINAL,Chaman Srivastava,17-Jul-2026 05:15 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,04-Jul-2026 06:43 PM,10-Jul-2026 12:30 PM,techsummary_2168620.pdf (728.73 KB),AOC,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,378/EE/RED/Tender/26-27 Dated 25-04-2026,2026_REDUP_1157297_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,05-Jun-2026 02:00 PM,11-Jun-2026 03:30 PM,05-Jun-2026 02:00 PM,11-Jun-2026 12:00 PM,NA ,NA ,05-Jun-2026 02:00 PM,11-Jun-2026 12:00 PM,10-Jul-2026 12:30 PM,"Ward no 10, Moholla Mahaveranpura main Shrimati Rani ke makan se Shri Bhupendra Singh Chauhan ke makan tak apex sadak abam nali nirman karya.","Ward no 10, Moholla Mahaveranpura main Shrimati Rani ke makan se Shri Bhupendra Singh Chauhan ke makan tak apex sadak abam nali nirman karya.",Please refer Tender documents. ,NA ,"13,38,000",Civil Works,NA ,Tender,90.0,90.0,"Ward no 10, Moholla Mahaveranpura main Shrimati Ra",284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,EE RED Jhansi,EE RED Jhansi,854.0,Nil,Nil,No,1.0,SBI Bank,"27,000",Yes,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,2,6176372,LUCKY ENTERPRISES,08-Jun-2026 08:00 AM,Rejected-Finance,N,17-Jul-2026 05:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
