Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
22-Apr-2026,"INR 59,771,675.54",279.0,RAJENDRA SINGH BHATI,16-Jul-2026 04:28 PM,455_31.pdf (982.00 KB),AOC,Technical,UNDER EVALUATION,BHARAM PAL SINGH,11-Feb-2026 03:42 PM,,Committee,Internal,Committee,RAJENDRA SINGH BHATI,17-Apr-2026 02:55 PM,17-Apr-2026 03:00 PM,techsummary_2046634.pdf (883.20 KB),1.0,5842351.0,M/S PRAVEEN KUMAR JAIN,INR,"59,771,675.54",Committee,Internal,Committee,BHARAM PAL SINGH,22-Apr-2026 01:10 PM,finsummary_2046634.pdf (155.31 KB),Finance,UNDER,BHARAM PAL SINGH,22-Apr-2026 12:49 PM,,BOQ Comparative Chart,1,5840694,A K GUPTA CONSTRUCTION CO,04-Feb-2026 02:15 PM,Rejected-Technical,DISQUALIFIED,17-Apr-2026 02:55 PM,Yamuna Expressway Industrial Development Authority,2026_YEIDA_1107376_31,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,"Construction of Service road, R.C.C. drain and Sewer Line (Sector-10 side) along 130.00 mtr. wide road between Sector-10 and 11, YEIDA WC-03",AOC,22-Jan-2026 06:55 PM,05-Feb-2026 11:00 AM,22-Jan-2026 06:55 PM,04-Feb-2026 05:00 PM,NA ,NA ,22-Jan-2026 06:55 PM,04-Feb-2026 05:00 PM,17-Apr-2026 03:00 PM,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,2026_YEIDA_1107376_31,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,"14,75,700",No,fixed,,Nil,Nil,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,SBI Bank,"6,770",Nil,Nil,No,"Construction of Service road, R.C.C. drain and Sewer Line (Sector-10 side) along 130.00 mtr. wide road between Sector-10 and 11, YEIDA WC-03","Construction of Service road, R.C.C. drain and Sewer Line (Sector-10 side) along 130.00 mtr. wide road between Sector-10 and 11, YEIDA WC-03",Please refer Tender documents. ,NA ,"7,37,83,083",Civil Works,NA ,Tender,90.0,279.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5842355,M/S KAPIL ENTERPRISES,04-Feb-2026 02:35 PM,Rejected-Finance,L2,22-Apr-2026 01:10 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5842351,M/S PRAVEEN KUMAR JAIN,04-Feb-2026 02:16 PM,Accepted-AOC,L1,16-Jul-2026 04:28 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5841144,M/s RELIABLE ASSOCIATES ENGINEERS AND CONTRACTORS,04-Feb-2026 11:52 AM,Rejected-Finance,L3,22-Apr-2026 01:10 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5841222,M/s R.K Gupta Contractor,04-Feb-2026 03:04 PM,Rejected-Finance,L5,22-Apr-2026 01:10 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5842487,M/S RUDRAKSHA ENGINEERS AND CONTRACTOR PVT LTD,04-Feb-2026 01:50 PM,Rejected-Finance,L4,22-Apr-2026 01:10 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5840877,P K BUILDERS,04-Feb-2026 04:44 PM,Rejected-Technical,DISQUALIFIED,17-Apr-2026 02:55 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
