S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage
1.0,6080277.0,SANJAYJI TRADERS,INR,"33,514,302",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1138193_2,"251/PAN/ET/26-27, DT. 16-04-2026",CONSTRUCTION OF ANTI CORRUPTION THANA AT DISTT SAHARANPUR U.P.,1,6078606,AKS BUILDERS PRIVATE LIMITED,29-Apr-2026 06:21 PM,Rejected-Finance,L2,07-May-2026 07:25 PM,14-Jul-2026,"INR 33,514,302",330.0,Dularey Prasad,14-Jul-2026 12:20 PM,SAHARANPURLOA.pdf (51.00 KB),L1,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI DULAREY PRASAD,Sanjeev Saxena,06-May-2026 10:59 AM,06-May-2026 05:00 PM,techsummary_2127432.pdf (551.42 KB),Finance,All bidder admitted,Sanjeev Saxena,07-May-2026 07:17 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI DULAREY PRASAD,Sanjeev Saxena,07-May-2026 07:25 PM,finsummary_2127432.pdf (47.56 KB),Technical,All bidder admitted,Sanjeev Saxena,06-May-2026 10:56 AM,,AOC,"6,78,000",No,fixed,,Nil,Nil,"5,900",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,20-Apr-2026 12:30 PM,01-May-2026 11:35 AM,20-Apr-2026 12:30 PM,30-Apr-2026 05:00 PM,NA ,NA ,20-Apr-2026 12:30 PM,30-Apr-2026 05:00 PM,06-May-2026 05:00 PM,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,CONSTRUCTION OF ANTI CORRUPTION THANA AT DISTT SAHARANPUR U.P.,CONSTRUCTION OF ANTI CORRUPTION THANA AT DISTT SAHARANPUR U.P.,Please refer Tender documents. ,NA ,"3,38,97,000",Civil Works,NA ,Tender,90.0,330.0,ANTI CORRUPTION THANA AT DISTT SAHARANPUR U.P.,247001.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"251/PAN/ET/26-27, DT. 16-04-2026",2026_UPPAN_1138193_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,2,6080277,SANJAYJI TRADERS,30-Apr-2026 03:01 PM,Accepted-AOC,L1,14-Jul-2026 12:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,6080830,YASH ENTERPRISES,30-Apr-2026 03:43 PM,Rejected-Finance,L3,07-May-2026 07:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
