Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Stage
21-Jul-2026,"INR 1,025,746.02",90.0,Narendra chaudhary,21-Jul-2026 05:09 PM,Kedarkhera0007.pdf (980.00 KB),l1,1.0,6158333.0,M/S RAHUL PRATAP SINGH,INR,"1,025,746.02",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,2026_REDUP_1153428_8,299/RED/TENDER/26-27 Dt-30-04-2026,Gram Panchayat Tisandha Mazra Kedarnath Khera me Ram Pravesh Rawat ke Darwaje se Prathamic Vidhalaya Atul Goswami ke Darwaje tak interlocking evm Nali ka Nirman karye,1,6160026,M/S DIPTI KATIYAR,03-Jun-2026 11:09 AM,Rejected-AOC,l2,21-Jul-2026 05:10 PM,Technical,Summary,Narendra chaudhary,17-Jun-2026 12:03 PM,technical_2160822.pdf,Er Narendra Chaudhry,Internal,,Narendra chaudhary,21-Jul-2026 05:03 PM,finsummary_2160822.pdf (980.49 KB),Finance,Summary,Narendra chaudhary,21-Jul-2026 05:01 PM,finance_2160822.pdf,BOQ Comparative Chart,Er Narendra Chaudhry,Internal,,Narendra chaudhary,17-Jun-2026 12:05 PM,17-Jun-2026 12:10 PM,techsummary_2160822.pdf (542.48 KB),AOC,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,25-May-2026 03:55 PM,04-Jun-2026 12:30 PM,25-May-2026 03:55 PM,04-Jun-2026 12:00 PM,NA ,NA ,25-May-2026 03:55 PM,04-Jun-2026 12:00 PM,17-Jun-2026 12:10 PM,"1,000",Nil,Nil,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE LUCKNOW CIRCLE||EE UNNAO,299/RED/TENDER/26-27 Dt-30-04-2026,2026_REDUP_1153428_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Gram Panchayat Tisandha Mazra Kedarnath Khera me Ram Pravesh Rawat ke Darwaje se Prathamic Vidhalaya Atul Goswami ke Darwaje tak interlocking evm Nali ka Nirman karye,Gram Panchayat Tisandha Mazra Kedarnath Khera me Ram Pravesh Rawat ke Darwaje se Prathamic Vidhalaya Atul Goswami ke Darwaje tak interlocking evm Nali ka Nirman karye,Plz Refer Doc ,NA ,"10,27,000",Civil Works,NA ,Tender,90.0,90.0,Unnao,209801.0,NA ,NA ,NA ,EE RED OFFICE UNNAO,No ,No,"21,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Er Narendra Chaudhary,Vikash Bhawan Unnao,AOC
,,,,,,,,,,,,,,,,2,6158333,M/S RAHUL PRATAP SINGH,01-Jun-2026 08:41 PM,Accepted-AOC,l1,21-Jul-2026 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
