Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,20-Jun-2026 02:35 PM,24-Jun-2026 12:00 PM,techsummary_2145716.pdf (288.10 KB),Technical,d,Satyaprakash Mishra,21-May-2026 06:37 PM,,01-Aug-2026,"INR 4,872,563",90.0,Hemant Sexena,31-Jul-2026 10:26 AM,910401_10.pdf (1372.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,2026_REDUP_1147154_10,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,"Under District Prayagraj, Interlocking work from Shri Ram Prakash house near Vivekananda School to Sangam Lal house near Pogahat Bridge, Alka Vihar Colony, Alka Vihar, Bamrauli, Amita Sadan house in Prayagraj to T.R. Sharma house Lot No 10",1,6115909,M/S AMARNATH PAL,16-May-2026 04:43 PM,Rejected-Finance,Rejected,10-Jul-2026 10:03 AM,Finance,d,Satyaprakash Mishra,25-Jun-2026 01:45 PM,,BOQ Comparative Chart,Er Hemant Saxena SE RED Prayagraj,Internal,"Er Hemant Saxena SE RED Prayagraj, Er Vipul Chandra EE RED Kaushambi, Er S P Mishra EE RED Prayagraj, Mr R P Ram DAO Prayagraj",Hemant Sexena,10-Jul-2026 10:03 AM,finsummary_2145716.pdf (957.39 KB),1.0,6115883.0,M/S RAJIV SINGH,INR,"4,872,563",AOC,SE RED Prayagraj Circle,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj",1.0,SBI Bank,"3,000",Nil,Nil,No,"Under District Prayagraj, Interlocking work from Shri Ram Prakash house near Vivekananda School to Sangam Lal house near Pogahat Bridge, Alka Vihar Colony, Alka Vihar, Bamrauli, Amita Sadan house in Prayagraj to T.R. Sharma house Lot No 10","Under District Prayagraj, Interlocking work from Shri Ram Prakash house near Vivekananda School to Sangam Lal house near Pogahat Bridge, Alka Vihar Colony, Alka Vihar, Bamrauli, Amita Sadan house in Prayagraj to T.R. Sharma house Lot No 10",Please refer Tender documents. ,NA ,"48,78,000",Civil Works,NA ,Tender,90.0,NA ,Prayagraj,228001.0,SE RED Prayagraj Circle ,"SE RED Prayagraj Circle, 21 Church Lane, Alenganj, Prayagraj  ",11-May-2026 11:00 AM ,SE RED Prayagraj Circle,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE,I/910401/2026/SE RED Prayagraj/Prayagraj/26-27 Dt 06/04/2026,2026_REDUP_1147154_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,10-May-2026 10:55 AM,20-May-2026 12:30 PM,10-May-2026 10:55 AM,19-May-2026 12:00 PM,NA ,NA ,10-May-2026 10:55 AM,19-May-2026 12:00 PM,24-Jun-2026 12:00 PM,"97,560",No,percentage,2.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6115883,M/S RAJIV SINGH,16-May-2026 03:03 PM,Accepted-AOC,AoC,31-Jul-2026 10:26 AM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,AOC
