Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
11-Jul-2026,"INR 711,070.35",15.0,vinod kumar gupta,11-Jul-2026 01:50 PM,2.pdf (248.00 KB),SACHIN CHANDANI,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||ID, bareilly",2026_UPIDC_1147936_1,Notices No 01/EE/2026-27,Singhya Nala Ke km 17.120 To Km 23.000 ke Madhya Safai ka Karya.,1.0,6129059.0,M/S SACHIN CHANDANI THEKEDAR,INR,"711,070.35",1,6129634,ISHTAKHAR AHAMAD,20-May-2026 11:13 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 07:54 PM,Finance,5 BIDS RECEIVED,vinod kumar gupta,11-Jul-2026 12:52 PM,finance_2148208.pdf,BOQ Comparative Chart,EE ID BAREILLY,External,EE SSD PILIBHIT,vinod kumar gupta,29-May-2026 08:13 PM,01-Jun-2026 11:00 AM,techsummary_2148208.pdf (2705.75 KB),Technical,7 BIDS RECEIVED OUT OF WHICH 05 BIDS HAVE BEN QUALIFIED,vinod kumar gupta,29-May-2026 07:54 PM,technical_2148208.pdf,EE ID BAREILLY,External,EE SSD PILIBHIT,vinod kumar gupta,11-Jul-2026 01:06 PM,finsummary_2148208.pdf (2705.75 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||V Circle Irrigation Works, Bareilly||ID, bareilly",Notices No 01/EE/2026-27,2026_UPIDC_1147936_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Singhya Nala Ke km 17.120 To Km 23.000 ke Madhya Safai ka Karya.,Singhya Nala Ke km 17.120 To Km 23.000 ke Madhya Safai ka Karya.,Please refer Tender documents. ,NA ,"13,20,000",Civil Works,NA ,Tender,90.0,15.0,BAIGUL UTTARAKHAND,263148.0,NA ,NA ,NA ,"Executive Engineer, I.D, Bareilly.",No ,No,"26,400",No,fixed,,Nil,Nil,"Executive Engineer, I.D, Bareilly.","Executive Engineer, I.D, Bareilly. UP",766.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,13-May-2026 09:00 AM,20-May-2026 03:30 PM,13-May-2026 10:00 AM,20-May-2026 03:00 PM,NA ,NA ,13-May-2026 10:00 AM,20-May-2026 03:00 PM,01-Jun-2026 11:00 AM,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6131082,MA AND SONS,20-May-2026 02:53 PM,Rejected-Finance,L2,11-Jul-2026 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,3,6130779,M/S MANOJ KUMAR,20-May-2026 12:42 PM,Rejected-Finance,L5,11-Jul-2026 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6126729,M/S OM BALA JEE CONSTRUCTION,19-May-2026 11:06 AM,Rejected-Finance,L4,11-Jul-2026 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6129059,M/S SACHIN CHANDANI THEKEDAR,19-May-2026 08:39 PM,Accepted-AOC,ACCEPT,11-Jul-2026 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6130805,M/s Suresh Chandra Thekedar,20-May-2026 12:39 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,29-May-2026 07:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6131296,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,20-May-2026 02:28 PM,Rejected-Finance,L3,11-Jul-2026 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
