EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,17,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,30/PCL/GM/Zone-6/Noida/2026-27 Dt. 03.06.2024,2026_UPPRC_1157186_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,04-Jun-2026 06:00 PM,17-Jun-2026 03:00 PM,04-Jun-2026 06:00 PM,17-Jun-2026 02:00 PM,NA ,NA ,04-Jun-2026 06:00 PM,17-Jun-2026 02:00 PM,23-Jun-2026 04:45 PM,"General Manager, UPPCL, Zone-6 Noida","K-2, Sector-116, Noida Gautambudha Nagar","17,700",Nil,Nil,No,Construction work of 06 Nos. Type-III Residences at District Jail Ghaziabad in District Ghaziabad,Construction work of 06 Nos. Type-III Residences at District Jail Ghaziabad in District Ghaziabad,Please refer Tender documents. ,NA ,"3,08,08,000",Civil Works,NA ,Tender,90.0,365.0,District Jail Ghaziabad in District Ghaziabad,201015.0,NA ,NA ,NA ,"K-2, Sector-116, Noida Gautambudha Nagar",No ,No,1.0,Fee/PreQual/Technical,.pdf,Technical Bid,AOC,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,23-Jun-2026 04:04 PM,23-Jun-2026 04:45 PM,techsummary_2168352.pdf (431.49 KB),Finance,Technically Qualified bidders bids opened. Out of them M/s AJAY SHARMA Bid is First Lowest of amount Rupees 25873320.253,Karmendra Kumar Agrawal,08-Jul-2026 12:49 PM,finance_2168352.pdf,BOQ Comparative Chart,General Manager Zone-6 Noida,Internal,"General Manager Zone-4 Agra Project Manager, Unit-36 Noida Accountant Unit 36 Noida",Karmendra Kumar Agrawal,08-Jul-2026 12:52 PM,finsummary_2168352.pdf (431.49 KB),Technical,Three Bids are received. All are found Technically qualified,Karmendra Kumar Agrawal,23-Jun-2026 04:01 PM,technical_2168352.pdf,1,6199920,AJAY SHARMA,16-Jun-2026 04:06 PM,Accepted-AOC,Frist Lowest,25-Jul-2026 06:39 PM,1.0,6199920.0,AJAY SHARMA,INR,"25,873,320",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-6 Noida,2026_UPPRC_1157186_1,30/PCL/GM/Zone-6/Noida/2026-27 Dt. 03.06.2024,Construction work of 06 Nos. Type-III Residences at District Jail Ghaziabad in District Ghaziabad,18-Jul-2026,"INR 25,873,320",365.0,Karmendra Kumar Agrawal,25-Jul-2026 06:39 PM,Ajay.pdf (591.00 KB),"Rs. 3,05,30,517.00 with GST",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial Bid,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6199298,M/S SHRI KRISHNA CONTRACTORAS,17-Jun-2026 12:09 PM,Rejected-AOC,Third Lowest,25-Jul-2026 06:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6199564,sharma enterprises,17-Jun-2026 08:42 AM,Rejected-AOC,Second Lowest,25-Jul-2026 06:39 PM,,,,,,,,,,,,,,,,,AOC
