Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1,Fee/PreQual/Technical,.pdf,Notice,EE RED SKN,RED OFFICE SKN,18-May-2026 01:00 PM,23-May-2026 02:00 PM,18-May-2026 01:00 PM,23-May-2026 01:00 PM,NA ,NA ,18-May-2026 01:00 PM,23-May-2026 01:00 PM,09-Jun-2026 12:00 PM,944.0,Nil,Nil,No,Vikas Khand Hainsar Bazar ke Bal Vikas Pariyojna Karyalay ka avshesh karya,Vikas Khand Hainsar Bazar ke Bal Vikas Pariyojna Karyalay ka avshesh karya,Please refer Tender documents. ,NA ,"9,01,000",Civil Works,NA ,Tender,90.0,90.0,SANT KABIR NAGAR,272175.0,NA ,NA ,NA ,RED OFFICE SKN,No ,No,"45,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,70/RED/NIVIDA/26-27 dt 15.04.2026,2026_REDUP_1149853_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC,1,6136134,KD CONSTRUCTION,23-May-2026 09:54 AM,Rejected-Finance,Reject,12-Jun-2026 01:14 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE BASTI CIRCLE||EE SANT KABIR NAGAR,2026_REDUP_1149853_16,70/RED/NIVIDA/26-27 dt 15.04.2026,Vikas Khand Hainsar Bazar ke Bal Vikas Pariyojna Karyalay ka avshesh karya,1.0,6136589.0,M/S R G CONSTRUCTION,INR,"779,354.49",Finance,Admitted,Arvind Kumar,09-Jun-2026 04:43 PM,,BOQ Comparative Chart,Executive Engineer,Internal,,Arvind Kumar,12-Jun-2026 01:14 PM,finsummary_2153091.pdf (1516.01 KB),Executive Engineer,Internal,,Arvind Kumar,04-Jun-2026 04:30 PM,09-Jun-2026 12:00 PM,techsummary_2153091.pdf (1516.01 KB),Technical,Admitted,Arvind Kumar,23-May-2026 03:06 PM,,20-Jun-2026,"INR 779,354.49",90.0,Arvind Kumar,08-Jul-2026 02:13 PM,16.pdf (877.00 KB),AOC
2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,6136589,M/S R G CONSTRUCTION,22-May-2026 08:17 PM,Accepted-AOC,BELOW,08-Jul-2026 02:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
