Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage
Er Bharat Ram,Internal,,Bharat Ram,02-Mar-2026 11:23 PM,06-Mar-2026 12:00 PM,techsummary_2069587.pdf (294.45 KB),Technical,Attached,Bharat Ram,02-Mar-2026 09:00 PM,,13-Mar-2026,"INR 975,183.16",20.0,Bharat Ram,16-Jul-2026 02:31 PM,khiripajwa.pdf (141.00 KB),1,5893519,MAHIPAL PANDEY,20-Feb-2026 11:36 AM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",2026_UPIDC_1112264_30,15/EE/2025-26,Silt Clearance work of Khiri-Pajauwa Drain From Km. 0.000 to 6.000 in Distt- Balrampur,1.0,5892791.0,M/S KABIRA CONSTRUCTION,INR,"975,183.16",Finance,Attached,Bharat Ram,10-Mar-2026 01:26 PM,,BOQ Comparative Chart,Er. Bharat Ram,Internal,,Bharat Ram,10-Mar-2026 01:29 PM,finsummary_2069587.pdf (83.40 KB),AOC,Silt Clearance work of Khiri-Pajauwa Drain From Km. 0.000 to 6.000 in Distt- Balrampur,As Per Tender Notice,As Per Tender Notice ,NA ,"20,12,000",Civil Works,NA ,Tender,90.0,20.0,Balrampur,271201.0,NA ,NA ,NA ,Balrampur,No ,No,"40,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,854.0,Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Gandak, Gorakhpur||Gandak Flood Circle, Basti||EE FLOOD DIVISION, BALRAMPUR",15/EE/2025-26,2026_UPIDC_1112264_30,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Flood Division Balrampur,13-Feb-2026 10:00 AM,20-Feb-2026 03:00 PM,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,NA ,NA ,13-Feb-2026 10:00 AM,20-Feb-2026 02:00 PM,06-Mar-2026 12:00 PM,1.0,Fee/PreQual/Technical,.pdf,Technical Document,AOC
,,,,,,,,,,,,,,,,,,2,5898666,M/S ANIL KUMAR BARNWAL THEKEDAR,19-Feb-2026 07:54 PM,Rejected-Finance,L2,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,3,5901117,M/S DHARMENDRA KUMAR THEKEDAR,20-Feb-2026 01:41 PM,Rejected-Finance,L4,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,4,5902040,M/s Dhruv Singh Contractor,20-Feb-2026 01:19 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,5,5901751,M/S DINESH KUMAR,20-Feb-2026 12:48 PM,Rejected-Finance,L5,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,6,5892791,M/S KABIRA CONSTRUCTION,20-Feb-2026 12:52 PM,Accepted-AOC,L1,16-Jul-2026 02:31 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,7,5893043,M/S RAJESH CONSTRUCTION,18-Feb-2026 03:48 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,8,5894025,M/S RAJ KISHORE SHUKLA CONTRACTOR,20-Feb-2026 10:34 AM,Rejected-Finance,L3,10-Mar-2026 01:29 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,9,5887509,M/S SHIV SHAKTI CONSTRUCTION COMPANY,20-Feb-2026 01:08 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,10,5888378,M/S TRIPLE R CONSTRUCTION AND SUPLIERS,17-Feb-2026 07:29 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,11,5896914,SUSHILA ENTERPRISES,19-Feb-2026 08:04 PM,Rejected-Technical,Technical Bid Not Qualified,02-Mar-2026 11:23 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
