Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"11,800",Nil,Nil,No,"General Manager, Zone-1, Prayagraj","General Manager, Zone-1, U. P. Projects Corporation Ltd. 230 /1A, Mehdaury, Telirayganj District-Prayagraj.",27-May-2026 11:00 AM,02-Jun-2026 03:00 PM,27-May-2026 11:00 AM,02-Jun-2026 02:00 PM,NA ,NA ,27-May-2026 11:00 AM,02-Jun-2026 02:00 PM,29-Jun-2026 04:00 PM,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,31/UPPCL/GM-1/2026-27/E-TENDER Dated-25.05.2026,2026_UPPRC_1154522_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"Proposed Campus Boundary Wall, Drain and Gate at Police Station Nagra, District-Ballia (U.P.)","Proposed Campus Boundary Wall, Drain and Gate at Police Station Nagra, District-Ballia (U.P.)",Please refer Tender documents. ,NA ,"92,02,000",Civil Works - Buildings,NA ,Tender,90.0,270.0,District-Ballia (U.P.),277001.0,NA ,NA ,NA ,Prayagarj,No ,No,1.0,Fee/PreQual/Technical,.pdf,BIDDOC,1.0,SBI Bank,"1,84,000",No,fixed,,Nil,Nil,AOC,Finance,Enclosed,SURESH CHANDRA YADAV,28-Jul-2026 03:11 PM,finance_2162642.pdf,BOQ Comparative Chart,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-19, Azamgarh, Accountant Unit-19, Azamgarh, Project Manager Unit-3, Varanasi",SURESH CHANDRA YADAV,27-Jun-2026 03:57 PM,29-Jun-2026 04:00 PM,techsummary_2162642.pdf (1161.40 KB),Technical,Enlosed,SURESH CHANDRA YADAV,27-Jun-2026 03:53 PM,technical_2162642.pdf,"General Manager Zone-1, Prayagraj",Internal,"Project Manager Unit-19, Accountant Unit-19, Azamgarh, General Manager (Technical), Lucknow",SURESH CHANDRA YADAV,28-Jul-2026 03:17 PM,finsummary_2162642.pdf (456.01 KB),28-Jul-2026,"INR 8,281,885.97",270.0,SURESH CHANDRA YADAV,28-Jul-2026 03:21 PM,Agr45.pdf (676.00 KB),Enclosed,1.0,6160005.0,M/S NATIONAL ELECTRICAL & ELECTRONICS SERVICES,INR,"8,281,885.97",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-1 Allahabad,2026_UPPRC_1154522_1,31/UPPCL/GM-1/2026-27/E-TENDER Dated-25.05.2026,"Proposed Campus Boundary Wall, Drain and Gate at Police Station Nagra, District-Ballia (U.P.)",1,6158694,Mitra Sakti Infrabuild,01-Jun-2026 03:42 PM,Rejected-AOC,Accept,28-Jul-2026 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6160525,m/s manoj kumar singh,02-Jun-2026 10:12 AM,Rejected-Technical,Reject,27-Jun-2026 03:57 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6160005,M/S NATIONAL ELECTRICAL & ELECTRONICS SERVICES,01-Jun-2026 06:39 PM,Accepted-AOC,Accept,28-Jul-2026 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6159689,M/S RANA CONSTRUCTION COMPANY,01-Jun-2026 05:16 PM,Rejected-AOC,Accept,28-Jul-2026 03:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6154444,RAM NARESH SINGH,30-May-2026 01:47 PM,Rejected-AOC,Accept,28-Jul-2026 03:21 PM,AOC
