Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Instrument Type,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage
01-Jul-2026,"INR 741,761,194.03",1095.0,DINESH KUMAR YADAV,06-Jul-2026 02:57 PM,460.pdf (799.00 KB),"Contract Awarded to M/s Mittal Brothers Engineers and contractors Bharat LLP, Lucknow",1.0,6137155.0,Mittal Brothers Engineers and Contractors Bharat LLP,INR,"741,761,194.03",UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,2026_UPSBC_1141132_1,83/ET/CPM(Agra)/2026-27 Date 22.04.2026,"Engineering Procurement and Construction (EPC) of Yamuna River Bridge, Approach Road, Additional Approach Road and Protection works on Anandi Bhairon to Dera Banjara (Gijauli) Road in Distt. Agra",1,6137155,Mittal Brothers Engineers and Contractors Bharat LLP,25-May-2026 06:50 PM,Accepted-AOC,Find Lowest Tenderer,06-Jul-2026 02:58 PM,Technical,Technical Evo,DINESH KUMAR YADAV,02-Jun-2026 05:49 PM,technical_2130846.pdf,Mithlesh Kumar(JMD),Internal,"H.P. Comm.- 1. K.K. Srivastav- GM(M) 2. Pooja Srivastav- PM(M) 3. Sanjay Gupta-Teh. Ad.(M) Zonal Comm.- 1.D.K. Yadav (CPM)-Chairman, 2.Mohit Kumar- PM(M) 3.R.B. Diwakar DPM(M) 3.D.K. Saxena- Acct.(Pre",DINESH KUMAR YADAV,11-Jun-2026 02:59 PM,finsummary_2130846.pdf (227.06 KB),Finance,Financial Summary,DINESH KUMAR YADAV,11-Jun-2026 02:52 PM,finance_2130846.pdf,BOQ Comparative Chart,Mithlesh Kumar(JMD),Internal,"H.P. Comm.- 1. K.K. Srivastav- GM(M) 2. Pooja Srivastav- PM(M) 3. Sanjay Gupta-Teh. Ad.(M) Zonal Comm.- 1.D.K. Yadav (CPM)-Chairman, 2.Mohit Kumar- PM(M) 3.R.B. Diwakar DPM(M) 3.D.K.Saxena- Acct.(Pre.",DINESH KUMAR YADAV,02-Jun-2026 05:54 PM,02-Jun-2026 06:10 PM,techsummary_2130846.pdf (228.62 KB),AOC,"20,000",As per tender document,As per tender document,No,UP STATE BRIDGE CORPORATION LIMITED||JMD UPSBC Ghaziabad||GM / CPM UP SBC Agra,83/ET/CPM(Agra)/2026-27 Date 22.04.2026,2026_UPSBC_1141132_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,1,Fee/PreQual/Technical,.pdf,Technical Document,"83,42,000",No,fixed,,As per tender document,As per tender document,Chief Project Manager,"5, Vishwakarma Enclave Extension Shastripuram Road, Sikandra AGRA- 282007",1.0,RTGS - RTGS Payment,"Engineering Procurement and Construction (EPC) of Yamuna River Bridge, Approach Road, Additional Approach Road and Protection works on Anandi Bhairon to Dera Banjara (Gijauli) Road in Distt. Agra","Engineering Procurement and Construction (EPC) of Yamuna River Bridge, Approach Road, Additional Approach Road and Protection works on Anandi Bhairon to Dera Banjara (Gijauli) Road in Distt. Agra",Please refer Tender documents. ,NA ,"83,41,54,398",Civil Works - Bridges,NA ,Tender,120.0,1095.0,Anandi Bhairo,282005.0,Agra ,"5, Vishwakarma Enclave Extension Shastripuram Road, Sikandra AGRA- 282007 ",13-May-2026 12:00 PM ,Agra,No ,No,24-Apr-2026 09:00 AM,26-May-2026 05:00 PM,24-Apr-2026 09:00 AM,26-May-2026 03:00 PM,NA ,NA ,24-Apr-2026 09:00 AM,26-May-2026 03:00 PM,02-Jun-2026 06:10 PM,1.0,Date Extended,Date,,AOC
,,,,,,,,,,,,,,,,2,6140111,M/S THE SHELTER,26-May-2026 10:57 AM,Rejected-Finance,Find Highest,11-Jun-2026 02:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
