S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
1,6216900,Deols Enterprises,24-Jun-2026 05:34 PM,Rejected-Finance,L2,08-Jul-2026 06:48 PM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",2026_UPIDC_1162173_7,03/EE/2026-27,Construction of DINGARPUR DY from km 17.112 to km 17.380 under Project M.G.C. Stage-II,1.0,6215764.0,RS Industries,INR,"508,025",08-Jul-2026,"INR 508,025",15.0,SYED SHAHNAWAZ ALI KIRMANI,08-Jul-2026 06:51 PM,aocRS.pdf (1545.00 KB),S.S.A. KIRMANI,Internal,EEMANOJKUMAR13,SYED SHAHNAWAZ ALI KIRMANI,08-Jul-2026 06:48 PM,finsummary_2178448.pdf (672.34 KB),Technical,Technical,SYED SHAHNAWAZ ALI KIRMANI,25-Jun-2026 05:58 PM,,S.S.A. KIRMANI,Internal,,SYED SHAHNAWAZ ALI KIRMANI,25-Jun-2026 06:15 PM,27-Jun-2026 10:00 AM,techsummary_2178448.pdf (672.35 KB),Finance,Finance,SYED SHAHNAWAZ ALI KIRMANI,07-Jul-2026 03:45 PM,,BOQ Comparative Chart,AOC,"12,000",No,percentage,2.0%,Nil,Nil,Construction of DINGARPUR DY from km 17.112 to km 17.380 under Project M.G.C. Stage-II,Construction of DINGARPUR DY from km 17.112 to km 17.380 under Project M.G.C. Stage-II,Please refer Tender documents. ,NA ,"6,00,000",Civil Works - Canal,NA ,Tender,90.0,NA ,AMROHA,244222.0,NA ,NA ,NA ,EEMGCCD4 AMROHA,No ,No,1,Fee/PreQual/Technical,.pdf,TD,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle, Bulandshahar||MGCCD-4, Amroha",03/EE/2026-27,2026_UPIDC_1162173_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,854.0,Nil,Nil,No,1.0,SBI Bank,EEMGCCD4 AMROHA,EEMGCCD4 AMROHA,19-Jun-2026 06:00 PM,25-Jun-2026 11:00 AM,19-Jun-2026 06:00 PM,24-Jun-2026 06:00 PM,NA ,NA ,19-Jun-2026 06:00 PM,24-Jun-2026 06:00 PM,27-Jun-2026 10:00 AM,AOC
2,6215764,RS Industries,24-Jun-2026 01:22 PM,Accepted-AOC,AOC,08-Jul-2026 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
