Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
950.0,Nil,Nil,No,23-Jun-2026 06:00 PM,29-Jun-2026 12:30 PM,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,NA ,NA ,23-Jun-2026 06:00 PM,29-Jun-2026 12:00 PM,08-Jul-2026 02:30 PM,1.0,SBI Bank,EE RED GONDA,EE RED GONDA Vikas Bhawan Distt Gonda,"29,038",Yes,percentage,2.0%,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,2026_REDUP_1163052_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas Khand Mankapur ke Gram Panchayat Ramaipur ke Prathmik Vidhyalay me 02 Shikshan Kaksha avam 01 Varanda Ka Nirman Karya,Vikas Khand Mankapur ke Gram Panchayat Ramaipur ke Prathmik Vidhyalay me 02 Shikshan Kaksha avam 01 Varanda Ka Nirman Karya,Vikas Khand Mankapur ke Gram Panchayat Ramaipur ke Prathmik Vidhyalay me 02 Shikshan Kaksha avam 01 Varanda Ka Nirman Karya ,NA ,"14,51,918",Civil Works,NA ,Tender,90.0,120.0,EE RED Gonda,271001.0,NA ,NA ,NA ,EE RED Gonda,No ,No,1.0,Fee/PreQual/Technical,.pdf,NIT Sudhi Patra and T1,AOC,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,08-Jul-2026 02:11 PM,08-Jul-2026 02:30 PM,techsummary_2180281.pdf (640.16 KB),Finance,Summary,Jay Bahadur Singh,17-Jul-2026 06:13 PM,,BOQ Comparative Chart,EE RED GONDA,Internal,SRI J B SINGH EE SRI SIDDHARTHA VIKRAM SINGH A E SRI L K CHAKRAVARTI D A O,Jay Bahadur Singh,17-Jul-2026 06:57 PM,finsummary_2180281.pdf (191.48 KB),Technical,Summary,Jay Bahadur Singh,08-Jul-2026 01:51 PM,,1,6222966,AKSHRAM CONSTRUCTION,29-Jun-2026 11:43 AM,Rejected-Finance,L5,17-Jul-2026 06:57 PM,1.0,6221367.0,MS SHASHANK CONSTRUCTION,INR,"1,349,993.21",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE||EE GONDA,2026_REDUP_1163052_1,548/EE/RED/ENIV/NIR/26-27 Dt 27-05-2026,Vikas Khand Mankapur ke Gram Panchayat Ramaipur ke Prathmik Vidhyalay me 02 Shikshan Kaksha avam 01 Varanda Ka Nirman Karya,17-Jul-2026,"INR 1,349,993.21",120.0,Jay Bahadur Singh,17-Jul-2026 06:59 PM,Critical01.pdf (191.00 KB),bond,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Work BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6221133,M/S DEVESH TRADERS,28-Jun-2026 10:44 AM,Rejected-Finance,L3,17-Jul-2026 06:57 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6220737,M/S LADDU CONSTRUCTION,27-Jun-2026 01:22 PM,Rejected-Finance,L2,17-Jul-2026 06:57 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,6221367,MS SHASHANK CONSTRUCTION,27-Jun-2026 06:46 PM,Accepted-AOC,L1,17-Jul-2026 06:59 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,6218647,M/S SINGH CONSTRUCTION,27-Jun-2026 05:39 PM,Rejected-Finance,L4,17-Jul-2026 06:57 PM,,,,,,,,,,,,,,,,,AOC
