Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Technicaldocuments,"54,000",No,fixed,,Nil,Nil,Executive Engineer ID Chunar Mirzapur,Irrigation Colony Fathan Mirzapur,23-Feb-2026 10:00 AM,28-Feb-2026 04:00 PM,23-Feb-2026 10:00 AM,28-Feb-2026 02:00 PM,NA ,NA ,23-Feb-2026 10:00 AM,28-Feb-2026 02:00 PM,05-Mar-2026 11:00 AM,854.0,Nil,Nil,No,1.0,SBI Bank,Renovation of Service Road,Renovation of Tail gull service road of Jafarkhani Mrfrom km 1.600 to 2.300,Please refer Tender documents. ,NA ,1.0,Civil Works,NA ,Tender,90.0,20.0,Mirzapur,231001.0,NA ,NA ,NA ,O/o EE ID Chunar,No ,No,"U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||ID, chunar",07/EE/2025-26/Lot-03,2026_UPIDC_1117798_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Executive Engineer,Internal,EE MCD Mirzapur,HARI SHANKAR PRASAD,07-Mar-2026 12:13 PM,finsummary_2077220.pdf (1470.70 KB),Technical,Admitted,HARI SHANKAR PRASAD,28-Feb-2026 05:02 PM,,ExecutiveEngineer,Internal,EE MCD Mirzapur,HARI SHANKAR PRASAD,01-Mar-2026 07:58 PM,05-Mar-2026 11:00 AM,techsummary_2077220.pdf (218.05 KB),Finance,Admitted,HARI SHANKAR PRASAD,06-Mar-2026 02:30 PM,,BOQ Comparative Chart,1.0,5938985.0,MANOJ KUMAR YADAV,INR,"1,539,562.5","U P Irrigation Department (Civil)||Chief Engineer-Sone, Varanasi||Irrigation Works Circle, Mirzapur||ID, chunar",2026_UPIDC_1117798_1,07/EE/2025-26/Lot-03,Renovation of Service Road,1,5941145,AHMAD BUILDERS,28-Feb-2026 01:53 PM,Rejected-Technical,Invalide Character Certificate,01-Mar-2026 07:58 PM,09-Mar-2026,"INR 1,539,562.5",20.0,HARI SHANKAR PRASAD,17-Jul-2026 12:42 PM,AOC07Lot03.pdf (765.00 KB),Awarded to Manoj KumarYadav due to lowest rate,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5938985,MANOJ KUMAR YADAV,27-Feb-2026 07:33 PM,Accepted-AOC,Awarded,17-Jul-2026 12:42 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5941268,M/S KRISHNA CONSTRUCTION,28-Feb-2026 01:42 PM,Rejected-Technical,90 days rate validity paper is invalide,01-Mar-2026 07:58 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5941169,M/S RAM KUMAR MAURYA S/O DASHANAND MAURYA,28-Feb-2026 12:35 PM,Rejected-Finance,L3,07-Mar-2026 12:13 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5940959,SHAILESH YADAV,28-Feb-2026 12:36 PM,Rejected-Finance,L2,07-Mar-2026 12:13 PM,,,,,,,,AOC
