Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",528/ NIVIDA / 36 dated 11-06-2026,2026_UPJNM_1161430_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,"11,190",No,fixed,,"Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,"1,180","Executive Engineer, Cont. Divi.E/M), UP Jal Nigam",Prayagraj,No,17-Jun-2026 03:00 PM,24-Jun-2026 04:15 PM,17-Jun-2026 03:00 PM,24-Jun-2026 03:00 PM,17-Jun-2026 03:00 PM ,24-Jun-2026 02:00 PM ,17-Jun-2026 03:00 PM,24-Jun-2026 03:00 PM,27-Jun-2026 03:15 PM,"Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 09 MLD Allahpur sewage pumping station, Prayagraj.","Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 09 MLD Allahpur sewage pumping station, Prayagraj.",as per tender document  ,NA ,,Miscellaneous Services,NA ,Tender,120.0,90.0,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,211007.0,NA ,NA ,NA ,office of EE. cont. Divi. (E/M)UPJN (U) Prayagraj,No ,No,1,BG - Bank Guarantee,1.0,Fee/PreQual/Technical,.pdf,technical document,Executive Engineer,"Office of Executive Engineer, Construction Division (E/M), U.P. Jal Nigam (Urban), Prayagraj.",AOC,Exeuctive Engineer,Internal,"Assistant Engineer (Civil), Assistant Engineer (E/M), Accountant and Computer",Haseeb Akhter Siddiqui,27-Jun-2026 01:03 PM,27-Jun-2026 03:15 PM,techsummary_2177017.pdf (549.87 KB),Finance,Three bid admitted for Financial bid opening of tender,Haseeb Akhter Siddiqui,27-Jun-2026 04:30 PM,,BOQ Comparative Chart,Exeuctive Engineer,Internal,"Assistant Engineer (E/M), Assistant Engineer(Civil), Accountant and computer",Haseeb Akhter Siddiqui,01-Jul-2026 07:11 PM,finsummary_2177017.pdf (222.50 KB),Technical,three bid admitted for technical bid opening of tender,SHIV PAL SINGH,25-Jun-2026 02:46 PM,,1.0,6216095.0,SHABNAM ENTERPRISES,INR,"542,375","U P Jal Nigam (HQ), Lucknow||Chief Engineer (Allahabad)||SE, Yantrik Circle, Allahabad||PM, Ganga Pollution Control Unit (II) E-M, Alld",2026_UPJNM_1161430_1,528/ NIVIDA / 36 dated 11-06-2026,"Operation of Electrical and Mechanical equipment including removal and disposal of chocking materials garbage etc. at 09 MLD Allahpur sewage pumping station, Prayagraj.",1,6209634,chaudhary engineering works,20-Jun-2026 07:07 PM,Rejected-AOC,L3,03-Jul-2026 05:56 PM,03-Jul-2026,"INR 542,375",90.0,Haseeb Akhter Siddiqui,03-Jul-2026 05:56 PM,OrderAll.pdf (471.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,FDR - Fixed Deposit,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6216095,SHABNAM ENTERPRISES,24-Jun-2026 12:17 PM,Accepted-AOC,L1,03-Jul-2026 05:56 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,RTGS - RTGS Payment,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6215983,SHIFA ENTERPRISES,24-Jun-2026 11:16 AM,Rejected-AOC,L2,03-Jul-2026 05:56 PM,,,,,,,,AOC
