Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 06:20 PM,06-Jun-2026 12:00 PM,techsummary_2144107.pdf (229.75 KB),Technical,tech,Pooja Rani,31-May-2026 06:57 PM,,21-Jul-2026,"INR 8,326,827",120.0,Pooja Rani,21-Jul-2026 05:53 PM,kotar.pdf (397.00 KB),Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_32,01/SE RED/tender/2026-27 Dt 01-04-2026,Gram panchyat depurava balak Rajghad me dharkar basti se semari sampark marg tak lepan ka work,1,6131191,MS MAA VINDHYA CONSTRUCTION COMPANY,20-May-2026 04:17 PM,Accepted-AOC,AOC,21-Jul-2026 05:53 PM,SE,Internal,DAOAE,Pooja Rani,21-Jul-2026 05:51 PM,finsummary_2144107.pdf (22.40 KB),Finance,finan,Lalita Verma,06-Jun-2026 04:21 PM,,BOQ Comparative Chart,1.0,6131191.0,MS MAA VINDHYA CONSTRUCTION COMPANY,INR,"8,326,827",AOC,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,"3,414",Nil,Nil,No,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_32,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"1,33,000",Yes,fixed,,Nil,Nil,1.0,date,Date,,Gram panchyat depurava balak Rajghad me dharkar basti se semari sampark marg tak lepan ka work,Gram panchyat depurava balak Rajghad me dharkar basti se semari sampark marg tak lepan ka work,Please refer Tender documents. ,NA ,"66,31,000",Civil Works,NA ,Tender,90.0,120.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,2,6134363,SHRI RAM CONSTRUCTION,22-May-2026 10:03 AM,Rejected-Finance,l2,21-Jul-2026 05:51 PM,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
