Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
SE RED AGRA,SE RED AGRA,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,02/ SERED 2026-27 DT01-04-2026,2026_REDUP_1150633_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,SBD,21-May-2026 10:00 AM,28-May-2026 02:30 PM,21-May-2026 10:00 AM,28-May-2026 12:00 PM,NA ,NA ,21-May-2026 10:00 AM,28-May-2026 12:00 PM,15-Jun-2026 12:00 PM,1. Etmaadapur ke satolee mohallaa men bhagavaan devee baghel ke ghar se kitaab sinh ke ghar tak CC nirmaan kaary.,1. Etmaadapur ke satolee mohallaa men bhagavaan devee baghel ke ghar se kitaab sinh ke ghar tak CC nirmaan kaary.,Please refer Tender documents. ,NA ,,Civil Works,NA ,Tender,90.0,120.0,AGRA,282002.0,NA ,NA ,NA ,SE RED AGRA,No ,No,"86,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,AOC,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE AGRA CIRCLE,2026_REDUP_1150633_11,02/ SERED 2026-27 DT01-04-2026,1. Etmaadapur ke satolee mohallaa men bhagavaan devee baghel ke ghar se kitaab sinh ke ghar tak CC nirmaan kaary.,1,6142851,M/S SAI ENTERPRISES,27-May-2026 02:43 PM,Rejected-Finance,L2,18-Jun-2026 02:55 PM,Finance,ALL BID ADMITTED,Dinesh Singh,16-Jun-2026 06:18 PM,,BOQ Comparative Chart,SE RED,Internal,,Dinesh Singh,18-Jun-2026 02:55 PM,finsummary_2154966.pdf (60.31 KB),1.0,6143644.0,TANYA CONSTRUCTION,INR,"4,117,923.05",Technical,Technical,Dinesh Singh,29-May-2026 02:02 PM,,22-Jul-2026,"INR 4,117,923.05",120.0,Dinesh Singh,26-Jul-2026 01:41 PM,AOC.pdf (182.00 KB),AOC,SERED,Internal,,Dinesh Singh,12-Jun-2026 09:21 PM,15-Jun-2026 12:00 PM,techsummary_2154966.pdf (56.00 KB),AOC
,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,6143644,TANYA CONSTRUCTION,27-May-2026 10:19 AM,Accepted-AOC,AOC,26-Jul-2026 01:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
