Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
EE,Internal,,Rajesh Kumar Yadav,23-Jun-2026 04:45 PM,27-Jun-2026 12:00 PM,techsummary_2144885.pdf (331.34 KB),23-Jul-2026,"INR 1,538,458.51",90.0,Rajesh Kumar Yadav,23-Jul-2026 05:24 PM,1429.pdf (630.00 KB),Technical,Admitted,Rajesh Kumar Yadav,23-Jun-2026 04:43 PM,,Finance,Admitted,Rajesh Kumar Yadav,27-Jun-2026 04:32 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,23-Jul-2026 05:23 PM,finsummary_2144885.pdf (629.85 KB),1.0,6186806.0,M/S R. S. CONSTRUCTION,INR,"1,538,458.51",1,6185683,L B Construction,10-Jun-2026 06:11 PM,Rejected-Finance,L2,23-Jul-2026 05:23 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1146793_16,10 DATE 02-04-2026,Vikas khand badagav antargat gram (barai) nayepur me kamala pal ke khet se vishnu patel ke ghar tak sadak nirman karya,AOC,EE,VIKAS BHAWAN VARANASI,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,10 DATE 02-04-2026,2026_REDUP_1146793_16,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Vikas khand badagav antargat gram (barai) nayepur me kamala pal ke khet se vishnu patel ke ghar tak sadak nirman karya,Vikas khand badagav antargat gram (barai) nayepur me kamala pal ke khet se vishnu patel ke ghar tak sadak nirman karya,Please refer Tender documents. ,NA ,"15,42,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tender doc,"30,840",Yes,percentage,2.0%,Nil,Nil,11-May-2026 12:00 PM,11-Jun-2026 12:30 PM,11-May-2026 12:00 PM,11-Jun-2026 12:00 PM,NA ,NA ,11-May-2026 12:00 PM,11-Jun-2026 12:00 PM,27-Jun-2026 12:00 PM,766.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6186806,M/S R. S. CONSTRUCTION,11-Jun-2026 07:21 AM,Accepted-AOC,L1,23-Jul-2026 05:24 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,AOC
