EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"77,000",No,fixed,,Nil,Nil,"2,714",Nil,Nil,No,Gram jahanpura mein mukhya marg par sarafat ke makaan se prathmik vidyalaya no-2 ki or cc road nirmaan karya,Gram jahanpura mein mukhya marg par sarafat ke makaan se prathmik vidyalaya no-2 ki or cc road nirmaan karya,Gram jahanpura mein mukhya marg par sarafat ke makaan se prathmik vidyalaya no-2 ki or cc road nirmaan karya ,NA ,"38,08,000",Civil Works,NA ,Tender,90.0,120.0,Shamli,247776.0,"O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE. ","O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE ",04-Jun-2026 03:00 PM ,"O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE.",No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,122/RED/Accounts/Tender/26-27 date20-05-2026,2026_REDUP_1156702_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Fees and EMD,04-Jun-2026 12:00 PM,11-Jun-2026 12:30 PM,04-Jun-2026 12:00 PM,10-Jun-2026 12:00 PM,NA ,NA ,04-Jun-2026 12:00 PM,10-Jun-2026 12:00 PM,22-Jun-2026 12:30 PM,"SE, RED, Saharanpur","O/o SE, RED, Saharanpur Circle, Vikas Bhawan, SRE",1.0,SBI Bank,AOC,Technical,ALL BIDS ADMITTED,Habib ullah,16-Jun-2026 01:35 PM,,"Habibullah,SE, RED, Saharanpur",Internal,"Avinash Kumar, DAO, RED, Shamli, Habibullah , EE, RED, Shamli and Km.Ravi, EE, RED, Saharanpur",Habib ullah,10-Jul-2026 12:49 PM,finsummary_2167449.pdf (499.52 KB),Finance,ALL BIDS ADMITTED,Habib ullah,10-Jul-2026 12:47 PM,,BOQ Comparative Chart,"Habibullah,SE, RED, Saharanpur",Internal,"Avinash Kumar, DAO, RED, Shamli, Habibullah, EE, RED, Shamli and KMRavi, EE, RED, Saharanpur",Habib ullah,16-Jun-2026 01:43 PM,22-Jun-2026 12:30 PM,techsummary_2167449.pdf (223.44 KB),10-Jul-2026,"INR 4,442,898.85",120.0,Habib ullah,10-Jul-2026 12:55 PM,01.pdf (500.00 KB),L1,1.0,6180685.0,jitendra kumar contractor and suppliers,09-Jun-2026 09:57 PM,Rejected-Finance,L2,10-Jul-2026 12:49 PM,1.0,6181582.0,M/S MARUF ALI CONTRACTOR,INR,"4,442,898.85",Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE SAHARANPUR CIRCLE||EE SAHARANPUR,2026_REDUP_1156702_1,122/RED/Accounts/Tender/26-27 date20-05-2026,Gram jahanpura mein mukhya marg par sarafat ke makaan se prathmik vidyalaya no-2 ki or cc road nirmaan karya,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Documents,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6181582.0,M/S MARUF ALI CONTRACTOR,09-Jun-2026 10:09 PM,Accepted-AOC,L1,10-Jul-2026 12:55 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
