Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
EXECUTIVE ENGINEER,"Office of EE MGCCD6, MEERUT",1.0,SBI Bank,02/EE/2026-27(LOT-4),02/EE/2026-27(LOT-4),Please refer Tender documents. ,NA ,"4,40,000",Civil Works,NA ,Tender,90.0,45.0,MORADABAD,244001.0,NA ,NA ,NA ,MEERUT,No ,No,1,Fee/PreQual/Technical,.pdf,As per TD,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",02/EE/2026-27,2026_UPIDC_1151862_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,23-May-2026 11:00 AM,28-May-2026 02:00 PM,23-May-2026 11:00 AM,28-May-2026 12:00 PM,NA ,NA ,23-May-2026 11:00 AM,28-May-2026 12:00 PM,11-Jun-2026 11:00 AM,854.0,Nil,Nil,No,"44,000",Yes,fixed,,Nil,Nil,AOC,Technical,02 Bidder Submitted Bid 02 Bidder Admitted,himanshu dharia,11-Jun-2026 08:45 AM,technical_2158765.pdf,Himanshu Dharia,Internal,SN UPENDRA ROHIT,himanshu dharia,16-Jul-2026 08:35 AM,finsummary_2158765.pdf (233.73 KB),Finance,02 bidder Admitted,himanshu dharia,16-Jul-2026 08:29 AM,finance_2158765.pdf,BOQ Comparative Chart,Himanshu Dharia,Internal,SN UPENDRA,himanshu dharia,11-Jun-2026 08:55 AM,11-Jun-2026 11:00 AM,techsummary_2158765.pdf (233.88 KB),16-Jul-2026,"INR 358,094.8",45.0,himanshu dharia,16-Jul-2026 08:41 AM,DOS4.pdf (22.00 KB),L1,1,6146892,Kedar Traders,28-May-2026 10:18 AM,Accepted-AOC,L1,16-Jul-2026 08:41 AM,"U P Irrigation Department (Civil)||Chief Engineer-Madhya Ganga, Aligarh||MGCC Circle-I, Meerut||MGCCD-6, Meerut",2026_UPIDC_1151862_4,02/EE/2026-27,02/EE/2026-27(LOT-4),1.0,6146892.0,Kedar Traders,INR,"358,094.8",AOC
,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,As per BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6147882,VK CONSTRUCTION,28-May-2026 10:28 AM,Rejected-Finance,L2,16-Jul-2026 08:35 AM,,,,,,,,,,AOC
