Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,544/EE/RED/25-05-2026,2026_REDUP_1154648_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,856.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,TECHNICAL DOCUMENTS,EE RED DIV BALLIA,EE RED DIV BALLIA,1.0,SBI Bank,"17,000",Yes,fixed,,Nil,Nil,LOT 05 TAHSIL SIKANDARPUR KE ANTARGAT 3D INTERLOCKING KARYA,LOT 05 TAHSIL SIKANDARPUR KE ANTARGAT 3D INTERLOCKING KARYA,Please refer Tender documents. ,NA ,"8,20,000",Civil Works,NA ,Tender,90.0,90.0,BALLIA,277001.0,NA ,NA ,NA ,EE RED BALLIA,No ,No,02-Jun-2026 09:00 AM,10-Jun-2026 12:00 PM,02-Jun-2026 09:00 AM,09-Jun-2026 12:00 PM,NA ,NA ,02-Jun-2026 09:00 AM,09-Jun-2026 12:00 PM,18-Jun-2026 10:00 AM,AOC,EE,Internal,aedao,Ratnesh Kumar Gond,20-Jul-2026 12:44 PM,finsummary_2162870.pdf (47.05 KB),Technical,3 bid submitted,Ratnesh Kumar Gond,10-Jun-2026 12:53 PM,,EE,Internal,aedao,Ratnesh Kumar Gond,17-Jun-2026 05:36 PM,18-Jun-2026 10:00 AM,techsummary_2162870.pdf (47.05 KB),Finance,3 bid,Ratnesh Kumar Gond,18-Jun-2026 02:52 PM,,BOQ Comparative Chart,1,6181151,M/S AARADHYA CONSTRUCTION,09-Jun-2026 08:13 AM,Rejected-Finance,second lowest,20-Jul-2026 12:44 PM,1.0,6176068.0,RAJASTHALI ASSOCIATE,INR,"778,794.03",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1154648_1,544/EE/RED/25-05-2026,LOT 05 TAHSIL SIKANDARPUR KE ANTARGAT 3D INTERLOCKING KARYA,20-Jul-2026,"INR 778,794.03",90.0,Ratnesh Kumar Gond,20-Jul-2026 12:47 PM,544rispansiv.pdf (47.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6179239,M/s SHAKTI CONSTRUCTION,09-Jun-2026 07:12 AM,Rejected-Finance,third lowest,20-Jul-2026 12:44 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,6176068,RAJASTHALI ASSOCIATE,09-Jun-2026 10:11 AM,Accepted-AOC,aoc,20-Jul-2026 12:47 PM,,,,,,,,,,,,,,,,,AOC
