EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,02,000",Yes,fixed,,Nil,Nil,"2,354",Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,sbd,Ward no 21 Pal colony railway crossing ke aage shri dheerendra Yadav ke makan se patel ke makan hote huye khati baba mandir ki aur C.C road sadak nirman karya.,Ward no 21 Pal colony railway crossing ke aage shri dheerendra Yadav ke makan se patel ke makan hote huye khati baba mandir ki aur C.C road sadak nirman karya.,Please refer Tender documents. ,NA ,"50,57,000",Civil Works,NA ,Tender,90.0,180.0,Ward no 21 Pal colony railway crossing ke aage shr,284003.0,NA ,NA ,NA ,SE RED Circle Jhansi,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,29/SE/RED/Tender/Jhansi/26-27 Date 13-04-2026,2026_REDUP_1155887_11,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,SE RED Circle Jhansi,SE RED Circle Jhansi,01-Jun-2026 09:00 AM,12-Jun-2026 03:30 PM,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,NA ,NA ,01-Jun-2026 09:00 AM,12-Jun-2026 12:00 PM,08-Jul-2026 12:30 PM,AOC,1.0,6163036.0,M/S ARYAN ASSOCIATE,INR,"5,004,555.38",Rajneesh Kumar,Internal,SE JHANSI EE JHANSI EE JALAUN DAO JHANSI,RAJNEESH KUMAR,31-Jul-2026 12:09 PM,finsummary_2165471.pdf (526.82 KB),Finance,final,RAJNEESH KUMAR,31-Jul-2026 12:07 PM,,BOQ Comparative Chart,1,6163036,M/S ARYAN ASSOCIATE,04-Jun-2026 11:38 AM,Accepted-AOC,Y,31-Jul-2026 12:11 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1155887_11,29/SE/RED/Tender/Jhansi/26-27 Date 13-04-2026,Ward no 21 Pal colony railway crossing ke aage shri dheerendra Yadav ke makan se patel ke makan hote huye khati baba mandir ki aur C.C road sadak nirman karya.,31-Jul-2026,"INR 5,004,555.38",180.0,RAJNEESH KUMAR,31-Jul-2026 12:11 PM,wardno21pal.pdf (527.00 KB),FINAL,Technical,final,RAJNEESH KUMAR,01-Jul-2026 04:34 PM,,Rajneesh Kumar,Internal,SE Jhansi EE Jhansi EE Jalaun DAO Jhansi,RAJNEESH KUMAR,01-Jul-2026 04:37 PM,08-Jul-2026 12:30 PM,techsummary_2165471.pdf (321.39 KB),AOC
,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6163045,M/S RAMNATH,03-Jun-2026 05:36 PM,Rejected-Finance,N,31-Jul-2026 12:09 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
