S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,SBI Bank,856.0,Nil,Nil,No,"12,000",Yes,fixed,,Nil,Nil,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,561/EE/RED/2026-27/29-05-2026,2026_REDUP_1156746_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,Lot03 gram sabha bhimpura no01 vikash khand nagra me bhimpura ratanpura mukhya marg se bhimpura dalit basti gulab chand ke ghar ki tarf CC kary,Lot03 gram sabha bhimpura no01 vikash khand nagra me bhimpura ratanpura mukhya marg se bhimpura dalit basti gulab chand ke ghar ki tarf CC kary,Please refer Tender documents. ,NA ,"6,19,000",Civil Works,NA ,Tender,90.0,90.0,ballia,277001.0,NA ,NA ,NA ,EE RED DIV Ballia,No ,No,EE RED DIV Ballia,EE RED DIV Ballia,20-Jun-2026 09:00 AM,29-Jun-2026 12:00 PM,20-Jun-2026 09:00 AM,27-Jun-2026 12:00 PM,NA ,NA ,20-Jun-2026 09:00 AM,27-Jun-2026 12:00 PM,01-Jul-2026 11:00 AM,1,Fee/PreQual/Technical,.pdf,tender Fee EMD other tecnical document,AOC,EE,Internal,aedao,Ratnesh Kumar Gond,30-Jun-2026 01:51 PM,01-Jul-2026 11:00 AM,techsummary_2167542.pdf (42.85 KB),Finance,2 bid,Ratnesh Kumar Gond,01-Jul-2026 04:48 PM,,BOQ Comparative Chart,EE,Internal,aedao,Ratnesh Kumar Gond,02-Jul-2026 02:49 PM,finsummary_2167542.pdf (42.85 KB),Technical,2 bid,Ratnesh Kumar Gond,29-Jun-2026 03:46 PM,,1,6218124,M/s SHAKTI CONSTRUCTION,26-Jun-2026 01:41 PM,Rejected-Finance,second lowest,02-Jul-2026 02:49 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE AZAMGARH CIRCLE||EE BALLIA,2026_REDUP_1156746_1,561/EE/RED/2026-27/29-05-2026,Lot03 gram sabha bhimpura no01 vikash khand nagra me bhimpura ratanpura mukhya marg se bhimpura dalit basti gulab chand ke ghar ki tarf CC kary,1.0,6218108.0,R P CONSTRUCTION,INR,"618,071.65",27-Jul-2026,"INR 618,071.65",90.0,Ratnesh Kumar Gond,27-Jul-2026 11:55 AM,rispansiv561.pdf (43.00 KB),aoc,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6218108,R P CONSTRUCTION,26-Jun-2026 01:16 PM,Accepted-AOC,aoc,27-Jul-2026 11:54 AM,,,,,,,,,,,,,,,,,AOC
