Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,695/EE/RED/GKP/26-27 Date 30/05/26,2026_REDUP_1163025_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Executive Engineer,Vikash Bhawan,Block-Piprauli Gram Bhauwapaar mein RCC Puliya ka nirman,Block-Piprauli Gram Bhauwapaar mein RCC Puliya ka nirman,Please refer Tender documents. ,NA ,"28,60,000",Civil Works,NA ,Tender,90.0,90.0,Gorakhpur,273001.0,NA ,NA ,NA ,Vikash Bhawan,No ,No,1,Fee/PreQual/Technical,.pdf,Technical Evaluation,896.0,Nil,Nil,No,"57,200",No,percentage,2.0%,Nil,Nil,25-Jun-2026 09:00 AM,02-Jul-2026 09:00 AM,25-Jun-2026 09:00 AM,01-Jul-2026 12:00 PM,NA ,NA ,25-Jun-2026 09:00 AM,01-Jul-2026 12:00 PM,04-Jul-2026 11:00 AM,AOC,1.0,6218677.0,M/S CHHOTELAL NISAD,INR,"2,830,818",Executive Engineer,Internal,,Suresh Kumar Jaiswal,04-Jul-2026 12:51 PM,finsummary_2180263.pdf (153.00 KB),Finance,opend,Suresh Kumar Jaiswal,04-Jul-2026 12:49 PM,,BOQ Comparative Chart,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE GORAKHPUR,2026_REDUP_1163025_13,695/EE/RED/GKP/26-27 Date 30/05/26,Block-Piprauli Gram Bhauwapaar mein RCC Puliya ka nirman,1,6218677,M/S CHHOTELAL NISAD,25-Jun-2026 05:54 PM,Accepted-AOC,L1,17-Jul-2026 12:20 PM,16-Jul-2026,"INR 2,830,818",90.0,Abhishek Rai,17-Jul-2026 12:20 PM,bpdf.pdf (153.00 KB),Technical,Opend,Suresh Kumar Jaiswal,02-Jul-2026 01:53 PM,,Executive Engineer,Internal,,Abhishek Rai,04-Jul-2026 10:53 AM,04-Jul-2026 11:00 AM,techsummary_2180263.pdf (469.95 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Evaluation,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6221650,M/S RAI ENTERPRISES,28-Jun-2026 12:36 PM,Rejected-AOC,L2,17-Jul-2026 12:20 PM,,,,,,,,,,,,,,,,,,,AOC
