Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
SE,Internal,EEDAO,Lalita Verma,02-Jun-2026 06:21 PM,06-Jun-2026 12:00 PM,techsummary_2144110.pdf (239.88 KB),Technical,tech,Pooja Rani,31-May-2026 06:52 PM,,13-Jul-2026,"INR 6,530,287",120.0,Pooja Rani,31-Jul-2026 02:39 PM,33.pdf (348.00 KB),1,6137818,SANTOSH KUMAR PANDEY,23-May-2026 05:27 PM,Rejected-Finance,l2,15-Jun-2026 02:51 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,2026_REDUP_1145967_33,01/SE RED/tender/2026-27 Dt 01-04-2026,Pandey pur men Road se vindhyvasani colony tak Ritarning wall avem interlocking road nirman work,Finance,finan,Lalita Verma,06-Jun-2026 04:23 PM,,BOQ Comparative Chart,SE,Internal,DAOAE,Pooja Rani,15-Jun-2026 02:51 PM,finsummary_2144110.pdf (22.33 KB),1.0,6132105.0,SHAILENDRA KUMAR MISHRA,INR,"6,530,287",AOC,09-May-2026 10:00 AM,26-May-2026 12:30 PM,09-May-2026 10:00 AM,25-May-2026 02:00 PM,NA ,NA ,09-May-2026 10:00 AM,25-May-2026 02:00 PM,06-Jun-2026 12:00 PM,Pandey pur men Road se vindhyvasani colony tak Ritarning wall avem interlocking road nirman work,Pandey pur men Road se vindhyvasani colony tak Ritarning wall avem interlocking road nirman work,Please refer Tender documents. ,NA ,"65,41,000",Civil Works,NA ,Tender,90.0,120.0,Mirzapur,231001.0,NA ,NA ,NA ,SUPERINTENDING ENGINEER RURAL ENGINEERING DEPARTME,No ,No,"1,31,000",Yes,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,sbd,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE MIRZAPUR CIRCLE||EE MIRZAPUR,01/SE RED/tender/2026-27 Dt 01-04-2026,2026_REDUP_1145967_33,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,date,Date,,1.0,SBI Bank,"3,414",Nil,Nil,No,SUPRINTENDING ENGINEER,Near Jahanvi Hotel Putlighar Mirzapur,AOC
,,,,,,,,,,,,,,,,,,2,6132105,SHAILENDRA KUMAR MISHRA,20-May-2026 08:04 PM,Accepted-AOC,AOC,31-Jul-2026 02:39 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
