S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,SBI Bank,354.0,Nil,Nil,No,18-May-2026 02:00 PM,23-May-2026 04:00 PM,18-May-2026 02:00 PM,23-May-2026 03:00 PM,NA ,NA ,18-May-2026 02:00 PM,23-May-2026 03:00 PM,05-Jun-2026 04:00 PM,Fixing of boundary piller for demarcation of flood plane area in Distt Aligarh.,Fixing of boundary piller for demarcation of flood plane area in Distt Aligarh.,Please refer Tender documents. ,NA ,"6,10,000",Civil Works,NA ,Rate Contract,90.0,15.0,flood plane area in Distt Aligarh.,202001.0,NA ,NA ,NA ,office of executive engineer,No ,No,Executive Engineer,office of executive engineer head works division agra canal okhla new delhi,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Head Works Division Agra Canal Okhla,02/EE/2026-27,2026_UPIDC_1145970_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"13,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Tender documents,AOC,U P Irrigation Department (Civil)||Chief Engineer ( Yamuna) Okhla||S E Irrigation Works Circle III Agra||E E Head Works Division Agra Canal Okhla,2026_UPIDC_1145970_11,02/EE/2026-27,Fixing of boundary piller for demarcation of flood plane area in Distt Aligarh.,1,6136692,M/S Himanshu Singh,22-May-2026 09:55 PM,Accepted-AOC,AOC,17-Jul-2026 12:56 PM,Finance,all bids are admitted,Binod kumar singh,10-Jun-2026 11:31 AM,finance_2151675.pdf,BOQ Comparative Chart,Binod kumar singh,Internal,karan pal,Binod kumar singh,10-Jun-2026 12:42 PM,finsummary_2151675.pdf (2191.36 KB),1.0,6136692.0,M/S Himanshu Singh,INR,"555,073",Technical,All bids are admitted,Binod kumar singh,02-Jun-2026 03:55 PM,technical_2151675.pdf,29-Jun-2026,"INR 555,073",15.0,Binod kumar singh,17-Jul-2026 12:56 PM,ag04himanshu.pdf (303.00 KB),aoc,Binod kumar singh,Internal,Karan pal,Binod kumar singh,02-Jun-2026 04:25 PM,05-Jun-2026 04:00 PM,techsummary_2151675.pdf (2191.36 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,2,6136680,M/S Mahender singh,22-May-2026 09:31 PM,Rejected-Finance,L2,10-Jun-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,3,6136883,Mukut Bihari Lal Contractor,23-May-2026 08:05 AM,Rejected-Finance,L3,10-Jun-2026 12:42 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
