EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Instrument Type,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"13,100",No,fixed,,EE UPSCIDCO,Pilibhit,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ",18-Jun-2026 05:30 PM,25-Jun-2026 02:00 PM,18-Jun-2026 05:30 PM,25-Jun-2026 01:00 PM,NA ,NA ,18-Jun-2026 05:30 PM,25-Jun-2026 01:00 PM,04-Jul-2026 12:30 PM,Construction of C.C. Road work at Vill. Parsandi in Rakesh House to Rajesh House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Parsandi in Rakesh House to Rajesh House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Parsandi in Rakesh House to Rajesh House (Vidhayak Nidhi) ,NA ,"6,54,734",Civil Works - Roads,Construction of C.C. Road work at Vill. Parsandi ,Tender,90.0,60.0,Pilibhit,262001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,"1,062",EE UPSCIDCO,Pilibhit,No,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",1.0,RTGS - RTGS Payment,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,310-14/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,2026_SCIDC_1161689_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,04-Jul-2026 12:23 PM,04-Jul-2026 12:30 PM,techsummary_2177766.pdf (301.60 KB),Finance,Financial Bid Opening Summary,Vinod Kumar Kardam,09-Jul-2026 12:01 PM,finance_2177766.pdf,BOQ Comparative Chart,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Vinod Kumar Kardam,09-Jul-2026 01:13 PM,finsummary_2177766.pdf (118.06 KB),Technical,Technical Bid Opening Summary,Bhaskar Mishra,04-Jul-2026 12:02 PM,technical_2177766.pdf,1,6217143,RAJENDRA KUMAR,24-Jun-2026 07:41 PM,Accepted-AOC,Ist Lowest Rate,16-Jul-2026 02:14 PM,1.0,6217143.0,RAJENDRA KUMAR,INR,"653,555.48",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1161689_1,310-14/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,Construction of C.C. Road work at Vill. Parsandi in Rakesh House to Rajesh House (Vidhayak Nidhi),14-Jul-2026,"INR 653,555.48",60.0,Vinod Kumar Kardam,16-Jul-2026 02:14 PM,LOI14.pdf (125.00 KB),Total Contract Value Rs. 653555.48,AOC
,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6217005,Ramvati Contractor,24-Jun-2026 06:36 PM,Rejected-AOC,IInd Lowest Rate,16-Jul-2026 02:14 PM,,,,,,,,,,,,,,,,,AOC
