Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,"569/PAN/ET/26-27, DT. 07-05-2026",2026_UPPAN_1146782_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,Sanjeev Saxena,U.P. Police Avas Nigam Ltd,08-May-2026 05:00 PM,18-May-2026 11:35 AM,08-May-2026 05:00 PM,16-May-2026 05:00 PM,NA ,NA ,08-May-2026 05:00 PM,16-May-2026 05:00 PM,11-Jun-2026 04:00 PM,CONSTRUCTION OF POLICE CHOWKI HARCHANDPUR AT UNDER POLICE STATION DIBIYAPUR DISTT AURAIYA U.P.,CONSTRUCTION OF POLICE CHOWKI HARCHANDPUR AT UNDER POLICE STATION DIBIYAPUR DISTT AURAIYA U.P.,Please refer Tender documents. ,NA ,"1,05,78,000",Civil Works,NA ,Tender,90.0,270.0,POLICE STATION DIBIYAPUR DISTT AURAIYA U.P.,206244.0,NA ,NA ,NA ,U.P. Police Avas Nigam Ltd,No ,No,"2,950",Nil,Nil,No,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,TENDER DOCUMENT,"2,11,000",No,fixed,,Nil,Nil,AOC,Technical,1 bidder rejected in technical,Dularey Prasad,10-Jun-2026 05:23 PM,,SANJEEV SAXENA,Internal,PRASHANT TRIPATHI DULAREY PRASAD,Dularey Prasad,03-Jul-2026 12:50 PM,finsummary_2144702.pdf (601.90 KB),Finance,all bidder admitted,Dularey Prasad,03-Jul-2026 12:47 PM,,BOQ Comparative Chart,SANJEEV SAXENA,Internal,DULAREY PRASAD PRASHANT TRIPATHI,Dularey Prasad,10-Jun-2026 05:26 PM,11-Jun-2026 04:00 PM,techsummary_2144702.pdf (689.60 KB),13-Jul-2026,"INR 8,991,405",270.0,Sanjeev Saxena,13-Jul-2026 04:57 PM,babinaBOQtechnicalLOA.pdf (743.00 KB),L1,1,6117636,HAPRDS MULTI SERVICES PVT LTD,15-May-2026 02:50 PM,Rejected-Finance,L5,03-Jul-2026 12:50 PM,1.0,6117823.0,SINGH CONSTRUCTION & SUPPLIER,INR,"8,991,405",UP Police Awas Nigam Limited||UP Police Awas Nigam Ltd HQ Lucknow,2026_UPPAN_1146782_1,"569/PAN/ET/26-27, DT. 07-05-2026",CONSTRUCTION OF POLICE CHOWKI HARCHANDPUR AT UNDER POLICE STATION DIBIYAPUR DISTT AURAIYA U.P.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6117390,M/S KOMAL SINGH,16-May-2026 12:37 PM,Rejected-Finance,L4,03-Jul-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6118769,M/S MAHAJAN CONSTRUCTION AND SUPPLIER,15-May-2026 06:10 PM,Rejected-Finance,L2,03-Jul-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6120393,NYSHA CONSTRUCTION,16-May-2026 02:48 PM,Rejected-Finance,L3,03-Jul-2026 12:50 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6120426,Ramnayan ji Kushwaha,16-May-2026 04:44 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,10-Jun-2026 05:23 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6117823,SINGH CONSTRUCTION & SUPPLIER,16-May-2026 04:50 PM,Accepted-AOC,L1,13-Jul-2026 04:57 PM,,,,,,,,,,AOC
