S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1,6197202,CHANDRA PRAKASH MISHRA,16-Jun-2026 02:09 PM,Rejected-Finance,Higher,02-Jul-2026 05:21 PM,1.0,6197258.0,NILA CONSTRUCTION,INR,"1,530,941.03",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,2026_REDUP_1158724_1,Notice No. 433 date 21-05-2026,Supply Installation and Commissioning of 17NO. 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,03-Jul-2026,"INR 1,530,941.03",90.0,Satyaprakash Mishra,03-Jul-2026 07:37 PM,17.pdf (683.00 KB),AWARD OF CONTRACT,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,27-Jun-2026 12:11 PM,29-Jun-2026 01:00 PM,techsummary_2171657.pdf (484.12 KB),Finance,d,Devi Prasad Mishra,29-Jun-2026 02:55 PM,,BOQ Comparative Chart,Er SP Mishra,Internal,Er DP Mishra,Satyaprakash Mishra,02-Jul-2026 05:21 PM,finsummary_2171657.pdf (450.47 KB),Technical,Summary,Hemant Sexena,20-Jun-2026 02:48 PM,,AOC,Supply Installation and Commissioning of 17NO. 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,Supply Installation and Commissioning of 17NO. 18 WATT LED Solar High Mast light with 50AH Lithium phosphate battery,Please refer Tender documents. ,NA ,"15,56,000",Civil Works,NA ,Tender,90.0,NA ,eeredallahabad,211002.0,NA ,NA ,NA ,eeredallahabad,No ,No,eeredallahabad,eeredallahabad,1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,pdf,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE ALLAHABAD CIRCLE||EE ALLAHABAD,Notice No. 433 date 21-05-2026,2026_REDUP_1158724_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 06:55 PM,17-Jun-2026 02:00 PM,09-Jun-2026 06:55 PM,16-Jun-2026 05:00 PM,NA ,NA ,09-Jun-2026 06:55 PM,16-Jun-2026 05:00 PM,29-Jun-2026 01:00 PM,"32,000",No,fixed,,Nil,Nil,"2,500",Nil,Nil,No,AOC
2,6197258,NILA CONSTRUCTION,16-Jun-2026 03:46 PM,Accepted-AOC,accepted,03-Jul-2026 07:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,xls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
