S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,Tender doc,EE,VIKAS BHAWAN VARANASI,27-May-2026 12:00 PM,11-Jun-2026 12:30 PM,27-May-2026 12:00 PM,11-Jun-2026 12:00 PM,NA ,NA ,27-May-2026 12:00 PM,11-Jun-2026 12:00 PM,19-Jun-2026 02:00 PM,"20,200",Yes,percentage,2.0%,Nil,Nil,VIKAS KHAND BADAGAV GRAM SABHA FATTEPUR ME SANJAY SINGH KE GHAR SE PANCHO BIGHA CHAURAHE TAK SADAK NIRMAN KARYA.,VIKAS KHAND BADAGAV GRAM SABHA FATTEPUR ME SANJAY SINGH KE GHAR SE PANCHO BIGHA CHAURAHE TAK SADAK NIRMAN KARYA.,Please refer Tender documents. ,NA ,"10,10,000",Civil Works,NA ,Tender,90.0,90.0,EE RED VARANASI,221002.0,NA ,NA ,NA ,VIKAS BHAWAN VARANASI,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,519 DATE 16-05-2026,2026_REDUP_1151404_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,766.0,Nil,Nil,No,AOC,Technical,Admitted,Pankaj Rai,11-Jun-2026 04:23 PM,,EE,Internal,,Rajesh Kumar Yadav,23-Jul-2026 05:27 PM,finsummary_2156705.pdf (105.33 KB),Finance,Admitted,Rajesh Kumar Yadav,19-Jun-2026 06:32 PM,,BOQ Comparative Chart,EE,Internal,,Rajesh Kumar Yadav,19-Jun-2026 11:59 AM,19-Jun-2026 02:00 PM,techsummary_2156705.pdf (362.42 KB),23-Jul-2026,"INR 1,013,542.52",90.0,Rajesh Kumar Yadav,23-Jul-2026 05:29 PM,1431.pdf (571.00 KB),1,6185631,L B Construction,10-Jun-2026 05:22 PM,Rejected-Finance,L2,23-Jul-2026 05:27 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE VARANASI CIRCLE||EE VARANASI,2026_REDUP_1151404_2,519 DATE 16-05-2026,VIKAS KHAND BADAGAV GRAM SABHA FATTEPUR ME SANJAY SINGH KE GHAR SE PANCHO BIGHA CHAURAHE TAK SADAK NIRMAN KARYA.,1.0,6186790.0,M/S R. S. CONSTRUCTION,INR,"1,013,542.52",AOC
,,2,Finance,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6186790,M/S R. S. CONSTRUCTION,11-Jun-2026 07:11 AM,Accepted-AOC,L1,23-Jul-2026 05:29 PM,,,,,,,,,,AOC
