Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Tender Stage
17-Mar-2026,"INR 865,053.03",15.0,Rajiv Kumar,16-Jul-2026 01:52 PM,AOC124EE2526.pdf (263.00 KB),LOWEST QUOTED RATES,1.0,5954255.0,UDAY RAJ,INR,"865,053.03","U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",2026_UPIDC_1120090_1,06/EE/2025-26,PATCH REPAIR OF METAL ROAD ON LEFT BANK OF SULTANPUR BRANCH BETWEEN KM 25.335 TO 30.500,1,5968068,m/s mohd. zamil,13-Mar-2026 10:38 AM,Rejected-Finance,QUOTED RATES GREATER THAN L1,17-Mar-2026 02:34 PM,Finance,FINANCIAL EVALUATION SUMMARY,Rajiv Kumar,17-Mar-2026 02:31 PM,finance_2089749.pdf,BOQ Comparative Chart,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Mixed,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI EXECUTIVE ENGINEER IRRIGATION DIVISION SULTANPUR DAO BDSC BARABANKI,Rajiv Kumar,13-Mar-2026 06:05 PM,16-Mar-2026 01:00 PM,techsummary_2089749.pdf (223.30 KB),Technical,TECHNICAL EVALUATION SUMMARY,Rajiv Kumar,13-Mar-2026 06:01 PM,technical_2089749.pdf,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI,Mixed,EXECUTIVE ENGINEER BARABANKI DIVISION SHARDA CANAL BARABANKI EXECUTIVE ENGINEER IRRIGATION DIVISION SULTANPUR DIVISIONAL ACCOUNT OFFICER BARBANKI DIVISION SHARDA CANAL BARABANKI,Rajiv Kumar,17-Mar-2026 02:34 PM,finsummary_2089749.pdf (223.30 KB),AOC,1.0,TIME EXTENSION,Date,,07-Mar-2026 09:00 AM,13-Mar-2026 03:00 PM,07-Mar-2026 09:00 AM,13-Mar-2026 02:00 PM,NA ,NA ,07-Mar-2026 09:00 AM,13-Mar-2026 02:00 PM,16-Mar-2026 01:00 PM,PATCH REPAIR OF METAL ROAD ON LEFT BANK OF SULTANPUR BRANCH BETWEEN KM 25.335 TO 30.500,PATCH REPAIR OF METAL ROAD ON LEFT BANK OF SULTANPUR BRANCH BETWEEN KM 25.335 TO 30.500,Please refer Tender documents. ,NA ,"8,77,298",Civil Works,NA ,Tender,90.0,15.0,BARABANKI,225001.0,NA ,NA ,NA ,OFFICE OF EXECUTIVE ENGINEER BDSC BARABANKI,No ,No,EXECUTIVE ENGINEER BDSC BARABANKI,EXECUTIVE ENGINEER BDSC BARABANKI,"1,151",Nil,Nil,No,"20,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,NIT,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||VII Circle Irrigation Works, Lucknow||BDSC, barabanki",06/EE/2025-26,2026_UPIDC_1120090_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,5954255,UDAY RAJ,13-Mar-2026 09:21 AM,Accepted-AOC,LOWEST QUOTED RATES,16-Jul-2026 01:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,AOC
