S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage
1.0,6197044.0,chandna associates,15-Jun-2026 03:42 PM,Rejected-Finance,L2,30-Jun-2026 05:25 PM,1.0,6197163.0,M/s Goodhill Builders,INR,"36,313,323.21",Yamuna Expressway Industrial Development Authority,2026_YEIDA_1155182_1,YEA/GM(PROJECT)/2026/512 DT-27/05/2026,Resurfacing with Five Year Maintenance Work of 75mtr wide Road LHS Sector-28 Side YEIDA.WC-04,03-Jul-2026,"INR 36,313,323.21",90.0,BHARAM PAL SINGH,03-Jul-2026 02:52 PM,1.pdf (202.00 KB),AOC,Committee,Internal,Committee,RAJENDRA SINGH BHATI,30-Jun-2026 05:25 PM,finsummary_2163966.pdf (333.66 KB),Technical,UNDER EVALUATION,BHARAM PAL SINGH,23-Jun-2026 11:03 AM,,Committee,Internal,Committee,BHARAM PAL SINGH,23-Jun-2026 11:06 AM,23-Jun-2026 11:10 AM,techsummary_2163966.pdf (554.79 KB),Finance,UNDER EVALUATION,RAJENDRA SINGH BHATI,30-Jun-2026 11:53 AM,,BOQ Comparative Chart,AOC,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/512 DT-27/05/2026,2026_YEIDA_1155182_1,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"6,615",Nil,Nil,No,02-Jun-2026 06:55 PM,16-Jun-2026 11:00 AM,02-Jun-2026 06:55 PM,15-Jun-2026 05:00 PM,NA ,NA ,02-Jun-2026 06:55 PM,15-Jun-2026 05:00 PM,23-Jun-2026 11:10 AM,"9,68,400",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,APPENDIX A TO E,Resurfacing with Five Year Maintenance Work of 75mtr wide Road LHS Sector-28 Side YEIDA.WC-04,Resurfacing with Five Year Maintenance Work of 75mtr wide Road LHS Sector-28 Side YEIDA.WC-04,Please refer Tender documents. ,NA ,"4,84,17,464",Civil Works,NA ,Tender,90.0,90.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TENDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,1.0,SBI Bank,AOC
2.0,6196948.0,M/S DIMANIYA BUILDERS,15-Jun-2026 03:47 PM,Rejected-Finance,L3,30-Jun-2026 05:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,,,,,,AOC
3.0,6197163.0,M/s Goodhill Builders,15-Jun-2026 03:59 PM,Accepted-AOC,L1,03-Jul-2026 02:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,,,,,,AOC
