S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,6145232.0,M/s Vikram Jaiswal,INR,"7,541,416.76",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,2026_REDUP_1147633_4,08/SE RED Devipatan/Bahraich/26-27 Dt 06/04/2026,"Under District Bahraich, Construction of CC road from Tajpur-Dhelha link road to Dhelha Samay Mata Mandir in Gram Panchayat Ailiha under Block Huzurpur, Lot No 4",1,6145214,BAWANDALY SINGH,27-May-2026 04:14 PM,Rejected-Finance,Rejected,15-Jul-2026 11:07 AM,16-Jul-2026,"INR 7,541,416.76",365.0,Sujeet Kumar Sinha,15-Jul-2026 11:19 AM,08_4.pdf (1015.00 KB),Er S K Sinha Devipatan Circle Gonda,Internal,,Sujeet Kumar Sinha,15-Jul-2026 11:07 AM,finsummary_2147318.pdf (1014.90 KB),Technical,Summary,Sujeet Kumar Sinha,06-Jun-2026 03:04 PM,,Er S K Sinha SE RED Devipatan Circle Gonda,Internal,"Er S K Sinha SE RED Devipatan Circle Gonda, Er S K Sinha EE RED Bahraich, Er Kamal Kishore EE RED Balrampur, Mt Ankur Mishra DAO RED Bahraich",Sujeet Kumar Sinha,06-Jun-2026 03:55 PM,12-Jun-2026 12:00 PM,techsummary_2147318.pdf (337.25 KB),Finance,Summary,Sujeet Kumar Sinha,18-Jun-2026 05:43 PM,,BOQ Comparative Chart,AOC,"1,04,080",No,percentage,2.0%,Nil,Nil,1.0,SBI Bank,12-May-2026 12:00 PM,29-May-2026 12:30 PM,12-May-2026 12:00 PM,28-May-2026 12:00 PM,NA ,NA ,12-May-2026 12:00 PM,28-May-2026 12:00 PM,12-Jun-2026 12:00 PM,"Under District Bahraich, Construction of CC road from Tajpur-Dhelha link road to Dhelha Samay Mata Mandir in Gram Panchayat Ailiha under Block Huzurpur, Lot No 4","Under District Bahraich, Construction of CC road from Tajpur-Dhelha link road to Dhelha Samay Mata Mandir in Gram Panchayat Ailiha under Block Huzurpur, Lot No 4",Please refer Tender documents. ,NA ,"52,04,000",Civil Works,NA ,Tender,90.0,NA ,Bahraich,271801.0,"SE RED, Devipatan Circle Gonda ","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda  ",18-May-2026 11:00 AM ,"SE RED, Devipatan Circle Gonda",No ,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,"5,000",Nil,Nil,No,"SE RED, Devipatan Circle Gonda","SE RED, Devipatan Circle Gonda, Near SP Awas, Police Line, Gonda",Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE DEVIPATAN CIRCLE,08/SE RED Devipatan/Bahraich/26-27 Dt 06/04/2026,2026_REDUP_1147633_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,2,6145232,M/s Vikram Jaiswal,27-May-2026 03:43 PM,Accepted-AOC,AoC,15-Jul-2026 11:19 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,AOC
