Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage
12-Jun-2026,"INR 902,720",15.0,VISHAL PORWAL,13-Jul-2026 07:12 PM,05.pdf (171.00 KB),Date of start,1.0,6139616.0,M/S ANUBHAV CONSTRUCTIONS,INR,"902,720","U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",2026_UPIDC_1150196_5,02/EE/2026-27,"Repair work of village Bareti Project situated on the right bank of Sharda River in Tehsil Laharpur, District Sitapur. (Lot-05)",1,6139837,ACURATE CONTRACTOR,25-May-2026 08:15 AM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,03-Jun-2026 04:47 PM,Technical,08 Technical bid found in 05 accepted and 03 rejected,VISHAL PORWAL,30-May-2026 06:38 PM,technical_2153592.pdf,E.E. Vishal Porwal,Internal,,VISHAL PORWAL,03-Jun-2026 04:47 PM,finsummary_2153592.pdf (201.99 KB),Finance,05 Financial bid found in 01 accepted and 04 rejected,VISHAL PORWAL,03-Jun-2026 04:42 PM,finance_2153592.pdf,BOQ Comparative Chart,E.E. Vishal Porwal,Internal,,VISHAL PORWAL,30-May-2026 06:55 PM,02-Jun-2026 11:00 AM,techsummary_2153592.pdf (105.50 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Sharda, Lucknow||Irrigation Works Circle, Sitapur||SDSC, sitapur",02/EE/2026-27,2026_UPIDC_1150196_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,19-May-2026 09:00 AM,25-May-2026 01:00 PM,19-May-2026 09:00 AM,25-May-2026 12:00 PM,NA ,NA ,19-May-2026 09:00 AM,25-May-2026 12:00 PM,02-Jun-2026 11:00 AM,1.0,SBI Bank,"36,500",No,fixed,,Nil,Nil,854.0,Nil,Nil,No,"Repair work of village Bareti Project situated on the right bank of Sharda River in Tehsil Laharpur, District Sitapur. (Lot-05)","Repair work of village Bareti Project situated on the right bank of Sharda River in Tehsil Laharpur, District Sitapur. (Lot-05)",Please refer Tender documents. ,NA ,"18,25,000",Civil Works - Canal,NA ,Tender,90.0,15.0,Sitapur,261001.0,NA ,NA ,NA ,Sitapur Division Sharda Canal Sitapur,No ,No,Executive Engineer,Sitapur Division Sharda Canal Sitapur,1.0,Fee/PreQual/Technical,.pdf,Tender Document,AOC
,,,,,,,,,,,,,,,,2,6138017,Jagat Construction,23-May-2026 07:29 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,03-Jun-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,3,6139616,M/S ANUBHAV CONSTRUCTIONS,24-May-2026 11:21 PM,Accepted-AOC,Date of start,13-Jul-2026 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6139249,M/s SANGEET SINGH,24-May-2026 06:00 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6137951,M/S SUDHAKAR SINGH,24-May-2026 02:51 PM,Rejected-Finance,Financlal Bid Rejected Due to Heigher Rate,03-Jun-2026 04:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,6,6136220,Neeraj Singh,23-May-2026 05:50 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,7,6139300,RAJ KUMAR CONTRACTORS,24-May-2026 07:42 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,30-May-2026 06:38 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,8,6139901,SUMAN TIWARI CONTRACTOR,25-May-2026 11:43 AM,Rejected-AOC,Financlal Bid Rejected Due to Heigher Rate,13-Jul-2026 07:12 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
