S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,SBI Bank,1,Fee/PreQual/Technical,.pdf,NIT,Project Manager Unit 12,129 KK Puri Awas Vikas Jhansi,"Construction of one Sulabh Toilet unit in front of the Bus Stand, Mauranipur Development Block","Construction of one Sulabh Toilet unit in front of the Bus Stand, Mauranipur Development Block",As per NIT ,NA ,,Civil Works,NA ,Tender,90.0,90.0,Jhansi,284403.0,NA ,NA ,NA ,Jhansi,No ,No,"5,900",Nil,Nil,No,05-May-2026 05:00 PM,11-May-2026 04:00 PM,05-May-2026 05:00 PM,11-May-2026 03:00 PM,05-May-2026 05:00 PM ,11-May-2026 03:00 PM ,05-May-2026 05:00 PM,11-May-2026 03:00 PM,27-May-2026 02:00 PM,"27,000",No,fixed,,Nil,Nil,U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,2/PM12/UPPCL/2026-27,2026_UPPRC_1144932_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,Project Manager unit 12,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,22-Jun-2026 04:29 PM,finsummary_2141459.pdf (185.21 KB),Finance,2 bid Admitted,PRAVEEN KUMAR SHARMA,30-May-2026 05:41 PM,finance_2141459.pdf,BOQ Comparative Chart,1.0,6103906.0,RUDRAKSH ELECTRICAL AND CONSTRUCTION,INR,"1,331,006.1",U.P. Projects Corporation Ltd.||U.P. Projects Corp. Ltd.(MD)||Zone-7 Lucknow||Unit-12 Orai,2026_UPPRC_1144932_18,2/PM12/UPPCL/2026-27,"Construction of one Sulabh Toilet unit in front of the Bus Stand, Mauranipur Development Block",1,6103740,ONES ASSOCIATION,10-May-2026 11:30 PM,Rejected-AOC,L2,04-Jul-2026 12:37 PM,PM 12 Jhansi,Internal,Ravikant Accountant,PRAVEEN KUMAR SHARMA,27-May-2026 12:28 PM,27-May-2026 02:00 PM,techsummary_2141459.pdf (1030.25 KB),04-Jul-2026,"INR 1,331,006.1",90.0,PRAVEEN KUMAR SHARMA,04-Jul-2026 12:37 PM,18.pdf (403.00 KB),L1,Technical,2 bid Addmitted,PRAVEEN KUMAR SHARMA,18-May-2026 12:27 PM,technical_2141459.pdf,AOC
,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,6103906,RUDRAKSH ELECTRICAL AND CONSTRUCTION,10-May-2026 11:22 PM,Accepted-AOC,L1,04-Jul-2026 12:37 PM,,,,,,,,,,,,,,,,,,,,AOC
