Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Instrument Type,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
14-Jul-2026,"INR 639,166.69",60.0,Vinod Kumar Kardam,16-Jul-2026 01:58 PM,LOI10.pdf (135.00 KB),Total Contract Value Rs. 639166.69,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,2026_SCIDC_1161683_1,310-10/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,Construction of C.C. Road work at Vill. Chandpur in Amarpal House to Sanjay House (Vidhayak Nidhi),1.0,6217215.0,Ramvati Contractor,INR,"639,166.69",1,6215647,M/s Bagesh And Sons,25-Jun-2026 12:06 AM,Rejected-AOC,IInd Lowest Rate,16-Jul-2026 01:58 PM,Technical,Technical Bid Opening Summary,Bhaskar Mishra,04-Jul-2026 11:49 AM,technical_2177724.pdf,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Vinod Kumar Kardam,09-Jul-2026 12:53 PM,finsummary_2177724.pdf (116.59 KB),Finance,Financial Bid Opening Summary,Vinod Kumar Kardam,09-Jul-2026 11:55 AM,finance_2177724.pdf,BOQ Comparative Chart,Vinod Kumar Kardam,Internal,"Vinod Kumar Kardam, Bhaskar Mishra",Bhaskar Mishra,04-Jul-2026 12:16 PM,04-Jul-2026 12:30 PM,techsummary_2177724.pdf (301.48 KB),AOC,Executive Engineer Officer,"UPSCIDCO. 154, Tilhar House, Gali in front of S.S.P. Office, Civil Lines, Bareilly",Construction of C.C. Road work at Vill. Chandpur in Amarpal House to Sanjay House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Chandpur in Amarpal House to Sanjay House (Vidhayak Nidhi),Construction of C.C. Road work at Vill. Chandpur in Amarpal House to Sanjay House (Vidhayak Nidhi) ,NA ,"6,40,191",Civil Works - Roads,Construction of C.C. Road work at Vill. Chandpur ,Tender,90.0,60.0,Pilibhit,262001.0,NA ,NA ,NA ,"UPSCIDCO. 154, Tilhar House, Civil Lines, Bareilly",No ,No,18-Jun-2026 05:00 PM,25-Jun-2026 02:00 PM,18-Jun-2026 05:00 PM,25-Jun-2026 01:00 PM,NA ,NA ,18-Jun-2026 05:00 PM,25-Jun-2026 01:00 PM,04-Jul-2026 12:30 PM,1.0,RTGS - RTGS Payment,1,Fee/PreQual/Technical,.pdf,"Tender Notice, Fee, EMD and BOQ","1,062",EE UPSCIDCO,Pilibhit,No,"12,900",No,fixed,,EE UPSCIDCO,Pilibhit,U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Bareilly,310-10/E.E. BLY/E-Tender/PBT/2026-27 Dt. 18.06.2026,2026_SCIDC_1161683_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,AOC
,,,,,,,,,,,,,,,,2,6217215,Ramvati Contractor,24-Jun-2026 08:30 PM,Accepted-AOC,Ist Lowest Rate,16-Jul-2026 01:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,AOC
