Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage,S.No,Instrument Type,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage
10-Jul-2026,"INR 16,782,201",90.0,Ramesh Bahadur Shahi,10-Jul-2026 10:52 AM,RamjanglaLOI.pdf (1201.00 KB),M/s Aditi Construction Found L1,1.0,6223761.0,ADITI CONSTRUCTION,INR,"16,782,201",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,2026_SCIDC_1162535_1,584 / E.E/Basti / High School Ramjangla SKN /E-Tender/ 2026-27 Dated 20 /06/2026,Construction work of Building of Upgraded Intermediate level of Government High School Ramjangla in Blocj Haisar Bazar of District Santkabir Nagar.,1,6223761,ADITI CONSTRUCTION,29-Jun-2026 03:29 PM,Accepted-AOC,L1,10-Jul-2026 10:52 AM,Technical,M/s ADITI CONSTRUCTION and M/s Kalhans Traders Found L1,Ramesh Bahadur Shahi,01-Jul-2026 06:45 PM,technical_2178975.pdf,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,09-Jul-2026 01:56 PM,finsummary_2178975.pdf (495.97 KB),Finance,M/s ADITI CONSTRUCTION Found L1,Ramesh Bahadur Shahi,09-Jul-2026 01:54 PM,finance_2178975.pdf,BOQ Comparative Chart,Sri Ramesh Bahadur Shahi EE,Internal,Attached,Ramesh Bahadur Shahi,01-Jul-2026 06:47 PM,02-Jul-2026 09:00 AM,techsummary_2178975.pdf (803.46 KB),AOC,1,FDR - Fixed Deposit,Executive Engineer,".No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti",U.P. State Construction and Infrastructure Development Corporation Ltd.||Unit Basti,584 / E.E/Basti / High School Ramjangla SKN /E-Tender/ 2026-27 Dated 20 /06/2026,2026_SCIDC_1162535_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Offline,No,No,No,20-Jun-2026 06:00 PM,30-Jun-2026 02:00 PM,20-Jun-2026 06:00 PM,30-Jun-2026 01:00 PM,20-Jun-2026 06:00 PM ,30-Jun-2026 01:00 PM ,20-Jun-2026 06:00 PM,30-Jun-2026 01:00 PM,02-Jul-2026 09:00 AM,"3,540",UPSCIDCO,BASTI,No,Construction work of Building of Upgraded Intermediate level of Government High School Ramjangla in Blocj Haisar Bazar of District Santkabir Nagar.,Construction work of Building of Upgraded Intermediate level of Government High School Ramjangla in Blocj Haisar Bazar of District Santkabir Nagar.,As GIven in NIT ,NA ,"1,67,99,000",Civil Works,NA ,Tender,90.0,90.0,Basti,272001.0,"H.No. 1348 Jaypurawa Gandhinagar, near Nagar pali ","H.No. 1348 Jaypurawa Gandhinagar, near Nagar palika Ke Piche , Basti ",27-Jun-2026 12:00 PM ,UPSCIDCO BASTI,No ,No,"3,36,000",No,fixed,,UPSCIDCO,BASTI,1,Fee/PreQual/Technical,.pdf,NIT,AOC
,,,,,,,,,,,,,,,,2,6223797,M/s Kalhans Traders,30-Jun-2026 11:36 AM,Rejected-Finance,L2,09-Jul-2026 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,RTGS - RTGS Payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC
