Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
26-Jul-2026,"INR 18,742,204.33",270.0,Dileep Shukla,25-Jul-2026 01:20 PM,25_13.pdf (121.00 KB),Technical,Summary,Dileep Shukla,21-May-2026 03:13 PM,,Er Isham Singh CE RED East,Internal,"Er D K Shukla SE RED Gorakhpur Circle, Er Surya Prakash EE RED Kushinagar, Er P K Bharti EE RED Maharajganj, Mr Praveen Kumar DAO RED Maharajganj",Dileep Shukla,05-Jun-2026 08:39 AM,09-Jun-2026 12:00 PM,techsummary_2148315.pdf (182.32 KB),1.0,6127698.0,M/S MAA AMBEY CONSTRUCTION COMPANY,INR,"18,742,204.33",Finance,Summary,Dileep Shukla,09-Jun-2026 04:01 PM,,BOQ Comparative Chart,Er D K Shukla SE RED GORAKHPUR CIRCLE,Internal,,Dileep Shukla,25-Jul-2026 11:15 AM,finsummary_2148315.pdf (121.15 KB),1,6129013,M/S ASHWINI KUMAR PATEL THEKEDAR,19-May-2026 06:54 PM,Rejected-Finance,Rejected,25-Jul-2026 11:15 AM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,2026_REDUP_1147941_13,25/SE RED Gorakhpur/Maharajganj/26-27 Dt 02/04/2026,"Under District Maharajganj, Construction of road from Champa Devi College Ramchandrahi to Nichlaul Jhulnipur road via village, Lot No 13",AOC,1.0,SBI Bank,"3,07,680",No,percentage,2.0%,Nil,Nil,SE RED Gorakhpur Circle,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur","2,714",Nil,Nil,No,"Under District Maharajganj, Construction of road from Champa Devi College Ramchandrahi to Nichlaul Jhulnipur road via village, Lot No 13","Under District Maharajganj, Construction of road from Champa Devi College Ramchandrahi to Nichlaul Jhulnipur road via village, Lot No 13",Please refer Tender documents. ,NA ,"1,53,84,000",Civil Works,NA ,Tender,90.0,NA ,Maharajganj,273303.0,SE RED Gorakhpur Circle ,"SE RED Gorakhpur Circle Daudpur, Canal Road, (Durga Mandir Compound), Post-Shivpuri, Gorakhpur ",15-May-2026 11:00 AM ,SE RED Gorakhpur Circle,No ,No,1,Fee/PreQual/Technical,.pdf,Fees And Technical Documents,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE,25/SE RED Gorakhpur/Maharajganj/26-27 Dt 02/04/2026,2026_REDUP_1147941_13,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,13-May-2026 10:00 AM,21-May-2026 12:30 PM,13-May-2026 10:00 AM,20-May-2026 12:00 PM,NA ,NA ,13-May-2026 10:00 AM,20-May-2026 12:00 PM,09-Jun-2026 12:00 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6127698,M/S MAA AMBEY CONSTRUCTION COMPANY,19-May-2026 01:21 PM,Accepted-AOC,AoC,25-Jul-2026 01:20 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Financial Documents(BoQ),,,,,,,,,,,,,,,,,,,,,,,,AOC
