Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No.1,Bank Name,Tender Stage
15-Jul-2026,"INR 25,000",25.0,Akhilesh kumar Gautam,15-Jul-2026 12:57 PM,Lot08.pdf (487.00 KB),Due To L1,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",2026_UPIDC_1144022_1,01/EE/2026-27,Silt Clearance From Gainjhwa Drain Between km 0.00 to km 2.900 in District Shrawasti.,1.0,6093314.0,M/S R K CONSTRUCTION,INR,"25,000",1,6093094,Jabir Khan,06-May-2026 01:56 PM,Rejected-Finance,Due To L2,23-May-2026 05:01 PM,Finance,Financial Evaluation,Akhilesh kumar Gautam,23-May-2026 04:58 PM,finance_2137296.pdf,BOQ Comparative Chart,Akhilesh Kumar Gautam,Internal,Vikash Siromani singh,Akhilesh kumar Gautam,08-May-2026 06:21 PM,11-May-2026 10:00 AM,techsummary_2137296.pdf (662.01 KB),Technical,Technical Evaluation,Akhilesh kumar Gautam,08-May-2026 06:18 PM,technical_2137296.pdf,Akhilesh Kumar Gautam,Internal,Vikash Shiromani Singh,Akhilesh kumar Gautam,23-May-2026 05:01 PM,finsummary_2137296.pdf (463.92 KB),AOC,1.0,DateCorrigendum,Date,,"U P Irrigation Department (Civil)||Chief Engineer-Saryu Project-1, Faizabad||IX Circle Irrigation Works, Bahraich||Flood Division, Shravasti",01/EE/2026-27,2026_UPIDC_1144022_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,"25,000",Yes,fixed,,Nil,Nil,Executive Engineer,Flood Division Shrawasti,30-Apr-2026 03:10 PM,06-May-2026 03:30 PM,30-Apr-2026 03:10 PM,06-May-2026 02:00 PM,NA ,NA ,30-Apr-2026 03:10 PM,06-May-2026 02:00 PM,11-May-2026 10:00 AM,766.0,Nil,Nil,No,Silt Clearance From Gainjhwa Drain Between km 0.00 to km 2.900 in District Shrawasti.,Silt Clearance From Gainjhwa Drain Between km 0.00 to km 2.900 in District Shrawasti.,Please refer Tender documents. ,NA ,"12,28,000",Civil Works,NA ,Tender,90.0,25.0,Bhinga,271831.0,NA ,NA ,NA ,Flood Division Shrawasti,No ,No,1.0,Fee/PreQual/Technical,.pdf,Document,1.0,SBI Bank,AOC
,,,,,,,,,,,,,,,,2,6093360,M/S CHANDA CONSTRUCTION,06-May-2026 01:21 PM,Rejected-Finance,Due To L3,23-May-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Other Corrigendum,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC
,,,,,,,,,,,,,,,,3,6093314,M/S R K CONSTRUCTION,06-May-2026 01:18 PM,Accepted-AOC,L1,15-Jul-2026 12:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,4,6092383,MS VIJAYENDRA SINGH,06-May-2026 01:06 PM,Rejected-Technical,Disqualified,08-May-2026 06:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,5,6093491,VED PRAKASH OJHA CONTRACTOR,06-May-2026 01:44 PM,Rejected-Finance,Due To L4,23-May-2026 05:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
