Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,S.No.1,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,036",Nil,Nil,No,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow",01/SE-XII/2026-27.,2026_UPIDC_1145685_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,AS PER TENDER NOTICE LOT 5,AS PER TENDER NOTICE LOT 5,Please refer Tender documents. ,NA ,"3,11,51,000",Civil Works,NA ,Tender,90.0,210.0,SITAPUR,261001.0,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW ,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW ,08-May-2026 02:00 PM ,LUCKNOW,No ,No,1.0,SBI Bank,06-May-2026 09:00 AM,11-May-2026 03:30 PM,06-May-2026 10:00 AM,11-May-2026 03:00 PM,NA ,NA ,06-May-2026 10:00 AM,11-May-2026 03:00 PM,06-Jun-2026 02:30 PM,SE XII CIRCLE IRRIGATION WORKS LUCKNOW,GANGA SINCHAI BHAWAN TELIBAGH LUCKNOW,"6,24,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,PRE QUALIFICATION DOCUMENTS,AOC,"LAVKUSH SINGH, SE XII CIRCLE",Internal,"BP SINGH, SE VII CIRCLE",Lavkush Singh,06-Jun-2026 01:34 PM,06-Jun-2026 02:30 PM,techsummary_2141897.pdf (1941.31 KB),Finance,FINANCIAL OPENED,Lavkush Singh,09-Jun-2026 09:00 PM,,BOQ Comparative Chart,"LAVKUSH SINGH, SE XII CIRCLE",Internal,BP SINGH SE VII CIRCLE IW LKO,Lavkush Singh,09-Jun-2026 09:24 PM,finsummary_2141897.pdf (480.58 KB),Technical,Technical opened,Lavkush Singh,06-Jun-2026 01:20 PM,,1.0,Tender Revocation,Tender Revocation,04-Jun-2026 01:34 PM,REVOKE.pdf ,395.43,Technical Opening,1,6105557,ARUN CONSTRUCTION,11-May-2026 01:43 PM,Rejected-Finance,2ND LOWEST,09-Jun-2026 09:24 PM,"U P Irrigation Department (Civil)||Chief Engineer-Sharda Sahayak, Lucknow||XII Circle Irrigation Works, Lucknow",2026_UPIDC_1145685_5,01/SE-XII/2026-27.,AS PER TENDER NOTICE LOT 5,1.0,6104296.0,M/S Singh Construction,INR,"23,767,238.01",22-Jun-2026,"INR 23,767,238.01",210.0,Lavkush Singh,17-Jul-2026 03:21 PM,AOC05.pdf (772.00 KB),AOC,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL BID,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6096290,AYUSH CONTRACTOR,11-May-2026 02:57 PM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6105178,LAXMINARAIN INFRABUILD PRIVATE LIMITED,11-May-2026 10:40 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6102785,MEGHENDRA PAL SINGH CONTRECTOR,11-May-2026 02:35 PM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6104515,M/S ABHINAV CONTRACTORS,11-May-2026 02:59 PM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6098883,M/S KUMAR MANGLAM CONSTRUCTION,10-May-2026 10:48 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6105620,M/S PRABHAT TRADERS,11-May-2026 01:59 PM,Rejected-Finance,4TH LOWEST,09-Jun-2026 09:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6098572,M/S PRATAP NIRMAN SANSTHAN,11-May-2026 11:04 AM,Rejected-Technical,TECHNICALLY DISQUALIFIED,06-Jun-2026 01:34 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6105865,M/S Ravindra Pratap Singh,11-May-2026 02:36 PM,Rejected-Finance,6TH LOWEST,09-Jun-2026 09:24 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6105995,M/S SHRI KANT MISHRA CONTRACTOR,11-May-2026 02:33 PM,Rejected-Finance,8TH LOWEST,09-Jun-2026 09:24 PM,,,,,,,,,,,,,,,,,AOC
