Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,NIT,11-May-2026 11:00 AM,19-May-2026 04:00 PM,11-May-2026 11:00 AM,19-May-2026 03:00 PM,NA ,NA ,11-May-2026 11:00 AM,19-May-2026 03:00 PM,11-Jun-2026 06:15 PM,"2,90,000",No,fixed,,Nil,Nil,"1,170",Nil,Nil,No,CEO GIDA,GIDA SECTOR 7 GIDA GORAKHPUR,Gorakhpur Industrial Development Authority,486/GIDA/2026-27 DT. 24.04.2026,2026_UGIDA_1147023_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,Construction work of C C Road From Tola Bharpurwa to Mahui of Gram Panchayat Bhiti Rawat GIDA Gorakhpur,Construction work of C C Road From Tola Bharpurwa to Mahui of Gram Panchayat Bhiti Rawat GIDA Gorakhpur,Please refer Tender documents. ,NA ,"29,00,341",Civil Works,NA ,Tender,90.0,180.0,GIDA GORAKHPUR,273212.0,NA ,NA ,NA ,O/O CEO GIDA SECTOR 7 GIDA GORAKHPUR,No ,No,AOC,Technical,BID OPENED,VIBHOR TYAGI,19-May-2026 04:58 PM,,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,08-Jul-2026 07:28 PM,finsummary_2145101.pdf (457.95 KB),Finance,BID OPENED,VIBHOR TYAGI,11-Jun-2026 07:13 PM,,BOQ Comparative Chart,CEO GIDA,Internal,M(C)GM(F)ACEO,vivek kumar verma,11-Jun-2026 06:13 PM,11-Jun-2026 06:15 PM,techsummary_2145101.pdf (475.04 KB),08-Jul-2026,"INR 2,839,434.02",180.0,vivek kumar verma,08-Jul-2026 07:30 PM,486.pdf (458.00 KB),1,6115582,ANAND CONSTRUCTION,17-May-2026 08:45 PM,Rejected-Finance,L3,08-Jul-2026 07:28 PM,Gorakhpur Industrial Development Authority,2026_UGIDA_1147023_1,486/GIDA/2026-27 DT. 24.04.2026,Construction work of C C Road From Tola Bharpurwa to Mahui of Gram Panchayat Bhiti Rawat GIDA Gorakhpur,1.0,6117306.0,M/S PRASHANT CONSTRUCTION,INR,"2,839,434.02",AOC
,,.pdf,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6119651,Kaushik Associates,18-May-2026 06:59 PM,Rejected-Finance,L2,08-Jul-2026 07:28 PM,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6117306,M/S PRASHANT CONSTRUCTION,17-May-2026 08:31 PM,Accepted-AOC,L1,08-Jul-2026 07:30 PM,,,,,,,,,,AOC
