EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
"62,000",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Fee/PreQual/Technical,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,517/RED KUSHINAGAR,2026_REDUP_1160386_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE KUSHINAGAR,EE KUSHINAGAR,1.0,SBI Bank,Gram Sabha Padri Shekhwaniya mein Rakesh Maheriya ke ghar se Gora Prathmik Vidyalaya tak interlocking road ka nirman karya,Gram Sabha Padri Shekhwaniya mein Rakesh Maheriya ke ghar se Gora Prathmik Vidyalaya tak interlocking road ka nirman karya,Please refer Tender documents. ,NA ,"30,85,000",Civil Works - Roads,NA ,Tender,90.0,90.0,WORK,273301.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,13-Jun-2026 09:00 AM,18-Jun-2026 03:00 PM,13-Jun-2026 09:00 AM,18-Jun-2026 12:00 PM,NA ,NA ,13-Jun-2026 09:00 AM,18-Jun-2026 12:00 PM,25-Jun-2026 09:00 AM,"2,336",Nil,Nil,No,AOC,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,02-Jul-2026 08:25 PM,finsummary_2174677.pdf (145.26 KB),Technical,Bid Opening Summary,Praveen Kumar,21-Jun-2026 09:49 AM,,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,24-Jun-2026 11:06 PM,25-Jun-2026 09:00 AM,techsummary_2174677.pdf (1074.50 KB),Finance,Bid Opening Summary,Praveen Kumar,25-Jun-2026 10:30 AM,,BOQ Comparative Chart,1,6203418,M/s Bindu Devi,17-Jun-2026 07:39 PM,Rejected-Finance,l2,02-Jul-2026 08:25 PM,1.0,6203445.0,SHRI SURYA BLOCKS,INR,100.0,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1160386_1,517/RED KUSHINAGAR,Gram Sabha Padri Shekhwaniya mein Rakesh Maheriya ke ghar se Gora Prathmik Vidyalaya tak interlocking road ka nirman karya,03-Jul-2026,INR 100,90.0,GIRISH KUMAR,03-Jul-2026 05:34 PM,1.pdf (145.00 KB),AOC
,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,6203445,SHRI SURYA BLOCKS,17-Jun-2026 07:47 PM,Accepted-AOC,L1,03-Jul-2026 05:34 PM,,,,,,,,,,,,,,,,AOC
