S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,date extand,Date,,EE RED Jhansi,EE RED Jhansi,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,85/RED/Tender/2025-26 Dated-08.04.2026,2026_REDUP_1148834_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,SBI Bank,16-May-2026 09:00 AM,08-Jun-2026 03:30 PM,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,NA ,NA ,16-May-2026 09:00 AM,08-Jun-2026 12:00 PM,30-Jun-2026 12:30 PM,1,Fee/PreQual/Technical,.pdf,sbd,Kacheri parisar mai adhivaktao ke liye library nirman karya,Kacheri parisar mai adhivaktao ke liye library nirman karya,Please refer Tender documents. ,NA ,"17,80,000",Civil Works,NA ,Tender,90.0,90.0,Kacheri parisar mai adhivaktao ke liye library nir,284003.0,NA ,NA ,NA ,EE RED Jhansi,No ,No,"36,000",Yes,fixed,,Nil,Nil,854.0,Nil,Nil,No,AOC,Rajneesh Kumar,Internal,EE AE DAO,RAJNEESH KUMAR,27-Jun-2026 04:13 PM,30-Jun-2026 12:30 PM,techsummary_2150804.pdf (289.57 KB),Finance,FINAL,Chaman Srivastava,22-Jul-2026 06:08 PM,,BOQ Comparative Chart,Rajneesh Kumar,Internal,EE AE DAO,Chaman Srivastava,22-Jul-2026 06:09 PM,finsummary_2150804.pdf (359.72 KB),Technical,final,RAJNEESH KUMAR,27-Jun-2026 04:06 PM,,Director Cum Chief Engineer RED||CHIEF ENGINEER WEST||SE JHANSI CIRCLE||EE JHANSI,2026_REDUP_1148834_9,85/RED/Tender/2025-26 Dated-08.04.2026,Kacheri parisar mai adhivaktao ke liye library nirman karya,1.0,6151613.0,RAJKUMAR GOSWAMI THEKEDAR,INR,"1,721,999",1,6152457,M/S MAA SHAKUNTALA CONSTRUCTION,03-Jun-2026 05:30 AM,Rejected-Finance,N,22-Jul-2026 06:09 PM,22-Jul-2026,"INR 1,721,999",90.0,Chaman Srivastava,22-Jul-2026 06:11 PM,KACHERI.pdf (360.00 KB),FINAL,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6151613,RAJKUMAR GOSWAMI THEKEDAR,04-Jun-2026 09:29 AM,Accepted-AOC,Y,22-Jul-2026 06:11 PM,,,,,,,,AOC
