S.No,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.2,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,Tender Revocation,Lot 07,24-Jun-2026 11:47 AM,07.pdf ,180.26,Financial Opening,30-Jun-2026,"INR 990,610.48",90.0,Umesh Kumar,07-Jul-2026 05:37 PM,07.pdf (610.00 KB),AOC,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",2026_UPIDC_1155497_7,03/EE/Lower Mat/2026-27,Lot 07,1.0,6192018.0,JITENDRA SINGH CONSTRUCTION,INR,"990,610.48",1,6192018,JITENDRA SINGH CONSTRUCTION,15-Jun-2026 10:31 AM,Accepted-AOC,L1,07-Jul-2026 05:37 PM,Finance,Bid Opening Summary,Umesh Kumar,24-Jun-2026 11:59 AM,finance_2164608.pdf,BOQ Comparative Chart,Umesh kumar,Internal,Neeraj Kumar Tyagi and Umesh kumar,Umesh Kumar,18-Jun-2026 04:31 PM,23-Jun-2026 09:00 AM,techsummary_2164608.pdf (54.96 KB),Technical,Bid Opening Summary,Umesh Kumar,18-Jun-2026 03:56 PM,technical_2164608.pdf,Umesh Kumar,Internal,,Umesh Kumar,24-Jun-2026 12:01 PM,finsummary_2164608.pdf (197.20 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Tender Document,766.0,Nil,Nil,No,1.0,SBI Bank,"30,000",No,fixed,,Nil,Nil,"U P Irrigation Department (Civil)||Chief Engineer-Ganga, Meerut||Irrigation Works Circle, Mathura||LMBDGC, mathura",03/EE/Lower Mat/2026-27,2026_UPIDC_1155497_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,09-Jun-2026 09:00 AM,15-Jun-2026 12:00 PM,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,NA ,NA ,09-Jun-2026 09:00 AM,15-Jun-2026 11:00 AM,23-Jun-2026 09:00 AM,Executive Engineer,"L.M.B.D.G.C., Mathura",Lot 07,Construction of Boundary Wall for Security of Meerpur Inspection House/Land assets in Distt. Hathras Under LMBDGC Mathura,Please refer Tender documents. ,NA ,"14,65,000",Civil Works - Canal,NA ,Tender,90.0,90.0,"L.M.B.D.G.C., Mathura",281001.0,NA ,NA ,NA ,"L.M.B.D.G.C., Mathura",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,2,6193840,KISAAN EICHER TRACTORS,14-Jun-2026 04:53 PM,Rejected-Technical,As par Report,18-Jun-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,3,6195299,M/s CHANDRA PAL SINGH,15-Jun-2026 10:32 AM,Rejected-Finance,L2,24-Jun-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,4,6193760,M/S Harish Kumar Contractor,14-Jun-2026 02:48 PM,Rejected-Finance,L4,24-Jun-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,5,6194671,M/s Pathak and Company,14-Jun-2026 10:33 PM,Rejected-Technical,As par Report,18-Jun-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,6,6193109,M/S PRADEEP ASSOCIATES,14-Jun-2026 09:03 AM,Rejected-Technical,As par Report,18-Jun-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,7,6193745,M/S YAMUNA EARTH MOVERS,15-Jun-2026 10:30 AM,Rejected-Finance,L3,24-Jun-2026 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,8,6192801,SHREE RAMESHWAR SINGH,13-Jun-2026 07:10 PM,Rejected-Technical,As par Report,18-Jun-2026 04:31 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
