EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"23,000",Yes,fixed,,Nil,Nil,Gramsabha Telgawa mein Shiv Ji ke Mandir ke paas Barat Ghar ka nirmaan karya.,Gramsabha Telgawa mein Shiv Ji ke Mandir ke paas Barat Ghar ka nirmaan karya.,Please refer Tender documents. ,NA ,"11,70,000",Civil Works,NA ,Tender,90.0,NA ,WORK,274403.0,NA ,NA ,NA ,EE KUSHINAGAR,No ,No,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,563/RED KUSHINAGAR,2026_REDUP_1165263_10,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,EE KUSHINAGAR,EE KUSHINAGAR,752.0,Nil,Nil,No,1,Fee/PreQual/Technical,.pdf,Cover Type Description,1.0,SBI Bank,02-Jul-2026 09:00 AM,07-Jul-2026 03:00 PM,02-Jul-2026 09:00 AM,07-Jul-2026 12:00 PM,NA ,NA ,02-Jul-2026 09:00 AM,07-Jul-2026 12:00 PM,17-Jul-2026 03:00 PM,AOC,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 07:08 PM,finsummary_2185647.pdf (55.27 KB),Finance,Bid Opening Summary,Praveen Kumar,17-Jul-2026 04:33 PM,,BOQ Comparative Chart,1.0,6232675.0,M/S NEW KHUSHI SOLAR SHOP,INR,"1,168,425.28",1,6232716,M/S A P S CONSTRUCTION COMPANY,05-Jul-2026 01:02 PM,Rejected-Finance,L2,17-Jul-2026 07:08 PM,Director Cum Chief Engineer RED||CHIEF ENGINEER EAST||SE GORAKHPUR CIRCLE||EE KUSHINAGAR,2026_REDUP_1165263_10,563/RED KUSHINAGAR,Gramsabha Telgawa mein Shiv Ji ke Mandir ke paas Barat Ghar ka nirmaan karya.,17-Jul-2026,"INR 1,168,425.28",90.0,GIRISH KUMAR,17-Jul-2026 08:18 PM,10.pdf (55.00 KB),Technical,Bid Opening Summary,GIRISH KUMAR,16-Jul-2026 11:11 AM,,EE RED KUSHINAGAR,Internal,,GIRISH KUMAR,17-Jul-2026 12:00 PM,17-Jul-2026 03:00 PM,techsummary_2185647.pdf (155.97 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,Finance,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2,6232675,M/S NEW KHUSHI SOLAR SHOP,05-Jul-2026 02:42 PM,Accepted-AOC,L1,17-Jul-2026 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
