Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
999.0,Nil,Nil,No,"Construction of Boundary Wall for Shamshan Sthal in Village-Mirzapur, YEA WC-06","Construction of Boundary Wall for Shamshan Sthal in Village-Mirzapur, YEA WC-06",Please refer Tender documents. ,NA ,"40,80,053",Civil Works,NA ,Tender,90.0,120.0,YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,201308.0,NA ,NA ,NA ,"E- TEDER CELL ,2ND FLOOR , YEIDA OFFICE",No ,No,Yamuna Expressway Industrial Development Authority,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,2026_YEIDA_1107376_5,Yes,Open Tender,Fixed-rate,Works,2.0,No,No,Online,No,No,No,GM(P),YAMUNA EXPRESSWAY INDUSTRIAL DEVELOPMENT AUTHORITY,"81,700",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"FINANCIAL STATEMENT,TURNOVER,GST,PAN,AADHAR,PROP./PRTN./LTD.CO.CERTIFICATE,AUTHORITY LETTER,ETC",1.0,Corrigendum 1,Date,,20-Jan-2026 06:55 PM,10-Feb-2026 11:00 AM,20-Jan-2026 06:55 PM,06-Feb-2026 05:00 PM,NA ,NA ,20-Jan-2026 06:55 PM,06-Feb-2026 05:00 PM,02-Jun-2026 02:25 PM,1.0,SBI Bank,AOC,Technical,under,RAJENDRA SINGH BHATI,02-Jun-2026 02:14 PM,,Committee,Internal,Committee,RAJENDRA SINGH BHATI,09-Jun-2026 01:53 PM,finsummary_2044572.pdf (693.82 KB),Finance,under,BHARAM PAL SINGH,05-Jun-2026 12:08 PM,,BOQ Comparative Chart,Committee,Internal,Committee,RAJENDRA SINGH BHATI,02-Jun-2026 02:21 PM,02-Jun-2026 02:25 PM,techsummary_2044572.pdf (737.41 KB),09-Jun-2026,"INR 3,301,171.1",120.0,BHARAM PAL SINGH,08-Jul-2026 01:09 PM,5.pdf (881.00 KB),AOC,1.0,5832058.0,RIVER EDGE CONSTRUCTION,INR,"3,301,171.1",Yamuna Expressway Industrial Development Authority,2026_YEIDA_1107376_5,YEA/GM(PROJECT)/2026/455 DT-14/01/2026,"Construction of Boundary Wall for Shamshan Sthal in Village-Mirzapur, YEA WC-06",1,5844774,RISHABH INFRATECH DEVELOPERS,05-Feb-2026 11:45 PM,Rejected-Finance,L3,09-Jun-2026 01:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"TENDER FEE,EMD, Rs.100/- NON JUDICIAL STAMP PAPER ALONGWITH Re.1/- REVENUE STAMP",,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5832058,RIVER EDGE CONSTRUCTION,29-Jan-2026 09:46 PM,Accepted-AOC,L1,08-Jul-2026 01:09 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,APPENDIX A TO E,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5846730,R K BUILDERS,06-Feb-2026 12:28 PM,Rejected-Finance,L4,09-Jun-2026 01:53 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER REQUISITES AS PER TENDER DOCUMENTS,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5847085,S.A. CONSTRUCTION,06-Feb-2026 03:13 PM,Rejected-Technical,DISQUALIFIED,02-Jun-2026 02:21 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIALBID,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5838664,Shiva Construction,03-Feb-2026 05:54 PM,Rejected-Finance,L2,09-Jun-2026 01:53 PM,AOC
